st_case,veh_no,per_no,race,multrace
510385,2,2,Not a Fatality (not Applicable),No
510386,0,1,Black or African American,No
510386,1,1,Not a Fatality (not Applicable),No
510386,1,2,Not a Fatality (not Applicable),No
510387,0,1,Black or African American,No
510387,1,1,Not a Fatality (not Applicable),No
510388,1,1,White,Yes
510388,1,1,Black or African American,Yes
510389,1,1,Black or African American,Yes
510389,1,1,White,Yes
510390,1,1,Not a Fatality (not Applicable),No
510390,1,2,White,No
510390,1,3,Not a Fatality (not Applicable),No
510390,1,4,Not a Fatality (not Applicable),No
510390,2,1,Not a Fatality (not Applicable),No
510391,1,1,White,No
510392,1,1,White,No
510392,2,1,Not a Fatality (not Applicable),No
510393,0,1,White,No
510393,0,2,White,No
510393,2,1,Not a Fatality (not Applicable),No
510393,2,2,Not a Fatality (not Applicable),No
510393,3,1,Not a Fatality (not Applicable),No
510394,1,1,White,No
510395,1,1,White,No
510395,2,1,Not a Fatality (not Applicable),No
510395,3,1,Not a Fatality (not Applicable),No
510396,1,1,Black or African American,No
510397,0,1,White,No
510397,1,1,Not a Fatality (not Applicable),No
510397,1,2,Not a Fatality (not Applicable),No
510398,1,1,Not a Fatality (not Applicable),No
510398,2,1,White,No
510398,2,2,White,No
510399,1,1,Not a Fatality (not Applicable),No
510399,2,1,Not a Fatality (not Applicable),No
510399,2,2,Not a Fatality (not Applicable),No
510399,2,3,White,No
510400,1,1,Black or African American,No
510400,1,2,"Other Indian (includes South and Central America, any others, except North American or Asian Indians)",No
510400,2,1,Black or African American,No
510401,1,1,White,No
510402,0,1,White,No
510402,1,1,Not a Fatality (not Applicable),No
510403,1,1,White,No
510403,2,1,Not a Fatality (not Applicable),No
510404,1,1,Not a Fatality (not Applicable),No
510404,2,1,White,No
510405,1,1,White,No
510406,1,1,White,No
510408,1,1,Not a Fatality (not Applicable),No
510408,2,1,Not a Fatality (not Applicable),No
510408,2,2,Black or African American,No
510409,1,1,Black or African American,No
510409,1,2,Not a Fatality (not Applicable),No
510409,2,1,Not a Fatality (not Applicable),No
510409,3,1,Not a Fatality (not Applicable),No
510410,1,1,White,No
510411,1,1,Not a Fatality (not Applicable),No
510411,1,2,White,No
510412,1,1,Black or African American,No
510413,0,1,Black or African American,No
510413,1,1,Not a Fatality (not Applicable),No
510414,1,1,White,No
510415,1,1,White,No
510416,0,1,White,No
510416,0,2,Not a Fatality (not Applicable),No
510416,1,1,Not a Fatality (not Applicable),No
510417,1,1,Not a Fatality (not Applicable),No
510417,2,1,Not a Fatality (not Applicable),No
510417,2,2,Black or African American,No
510418,1,1,White,No
510418,2,1,Not a Fatality (not Applicable),No
510418,2,2,Not a Fatality (not Applicable),No
510419,1,1,White,No
510419,2,1,Not a Fatality (not Applicable),No
510419,3,1,Not a Fatality (not Applicable),No
510420,0,1,Black or African American,No
510420,1,1,Not a Fatality (not Applicable),No
510421,0,1,White,No
510421,1,1,Not a Fatality (not Applicable),No
510422,1,1,Not a Fatality (not Applicable),No
510422,1,2,Not a Fatality (not Applicable),No
510422,2,1,White,No
510423,0,1,Other Race,No
510423,1,1,Not a Fatality (not Applicable),No
510424,0,1,Unknown,No
510424,1,1,Not a Fatality (not Applicable),No
510425,1,1,White,No
510426,1,1,Not a Fatality (not Applicable),No
510426,2,1,Not a Fatality (not Applicable),No
510426,2,2,Not a Fatality (not Applicable),No
510426,3,1,White,No
510426,4,1,Not a Fatality (not Applicable),No
510426,4,2,Not a Fatality (not Applicable),No
510426,5,1,Not a Fatality (not Applicable),No
510427,1,1,Not a Fatality (not Applicable),No
510427,2,1,White,No
510428,1,1,Black or African American,No
510430,0,1,Black or African American,No
510430,1,1,Not a Fatality (not Applicable),No
510431,1,1,White,No
510431,2,1,Not a Fatality (not Applicable),No
510431,3,1,Not a Fatality (not Applicable),No
510432,1,1,White,No
510433,1,1,Not a Fatality (not Applicable),No
510433,2,1,White,No
510433,2,2,Not a Fatality (not Applicable),No
510434,1,1,Not a Fatality (not Applicable),No
510434,1,2,Not a Fatality (not Applicable),No
510434,2,1,Black or African American,No
510435,1,1,White,No
510436,0,1,White,No
510436,1,1,Not a Fatality (not Applicable),No
510437,1,1,White,No
510437,2,1,White,No
510438,1,1,Not a Fatality (not Applicable),No
510438,1,2,White,No
510439,1,1,Not a Fatality (not Applicable),No
510439,2,1,Unknown,No
510440,1,1,Not a Fatality (not Applicable),No
510440,2,1,Not a Fatality (not Applicable),No
510440,2,2,White,No
510441,1,1,Black or African American,No
510442,1,1,White,No
510444,0,1,Black or African American,No
510444,1,1,Not a Fatality (not Applicable),No
510445,1,1,Not a Fatality (not Applicable),No
510445,1,2,Other Race,No
510445,1,3,Not a Fatality (not Applicable),No
510446,1,1,Unknown,No
510448,1,1,Not a Fatality (not Applicable),No
510448,1,2,White,No
510449,1,1,Not a Fatality (not Applicable),No
510449,2,1,White,No
510450,1,1,Not a Fatality (not Applicable),No
510450,2,1,White,No
510451,1,1,Not a Fatality (not Applicable),No
510451,2,1,Other Race,No
510452,1,1,Black or African American,No
510452,1,2,Not a Fatality (not Applicable),No
510453,1,1,White,No
510453,1,2,Not a Fatality (not Applicable),No
510453,2,1,Not a Fatality (not Applicable),No
510454,1,1,White,No
510455,1,1,Not a Fatality (not Applicable),No
510455,2,1,White,No
510456,1,1,Unknown,No
510457,1,1,White,No
510457,1,2,Not a Fatality (not Applicable),No
510458,1,1,White,No
510459,1,1,White,No
510459,2,1,Not a Fatality (not Applicable),No
510460,1,1,Not a Fatality (not Applicable),No
510460,1,2,White,No
510461,1,1,White,No
510461,2,1,Not a Fatality (not Applicable),No
510462,0,1,Black or African American,No
510462,1,1,Not a Fatality (not Applicable),No
510462,1,2,Not a Fatality (not Applicable),No
510462,1,3,Not a Fatality (not Applicable),No
510463,0,1,Black or African American,No
510463,1,1,Not a Fatality (not Applicable),No
510464,0,1,Other Race,No
510464,1,1,Not a Fatality (not Applicable),No
510465,1,1,Other Race,No
510466,1,1,Not a Fatality (not Applicable),No
510466,1,2,Not a Fatality (not Applicable),No
510466,1,3,Black or African American,No
510466,2,1,Not a Fatality (not Applicable),No
510466,2,2,Not a Fatality (not Applicable),No
510467,1,1,Not a Fatality (not Applicable),No
510467,1,2,Not a Fatality (not Applicable),No
510467,2,1,White,No
510468,1,1,Not a Fatality (not Applicable),No
510468,2,1,White,No
510468,2,2,Not a Fatality (not Applicable),No
510468,3,1,Not a Fatality (not Applicable),No
510469,1,1,White,No
510470,1,1,White,No
510470,1,2,Not a Fatality (not Applicable),No
510470,1,3,Not a Fatality (not Applicable),No
510470,1,4,Not a Fatality (not Applicable),No
510470,1,5,Not a Fatality (not Applicable),No
510471,1,1,Unknown,No
510471,1,2,Not a Fatality (not Applicable),No
510472,1,1,Not a Fatality (not Applicable),No
510472,1,2,White,No
510473,1,1,White,No
510473,2,1,Not a Fatality (not Applicable),No
510474,1,1,Black or African American,No
510475,1,1,White,No
510476,1,1,Black or African American,No
510476,2,1,Not a Fatality (not Applicable),No
510477,1,1,Black or African American,No
510478,1,1,Other Race,No
510479,1,1,Not a Fatality (not Applicable),No
510479,2,1,Unknown,No
510479,2,2,Not a Fatality (not Applicable),No
510480,1,1,Black or African American,No
510480,2,1,Not a Fatality (not Applicable),No
510481,1,1,White,No
510481,1,2,White,No
510481,1,3,Not a Fatality (not Applicable),No
510481,2,1,Not a Fatality (not Applicable),No
510482,1,1,White,No
510483,1,1,Not a Fatality (not Applicable),No
510483,1,2,Not a Fatality (not Applicable),No
510483,1,3,Not a Fatality (not Applicable),No
510483,1,4,Not a Fatality (not Applicable),No
510483,1,5,Not a Fatality (not Applicable),No
510483,1,6,Not a Fatality (not Applicable),No
510483,1,7,Black or African American,No
510483,1,8,Not a Fatality (not Applicable),No
510484,1,1,White,No
510485,1,1,Not a Fatality (not Applicable),No
510485,2,1,White,No
510486,0,1,Black or African American,No
510486,1,1,Not a Fatality (not Applicable),No
510487,1,1,White,No
510487,2,1,Not a Fatality (not Applicable),No
510487,3,1,Not a Fatality (not Applicable),No
510488,1,1,Black or African American,No
510489,1,1,White,No
510490,1,1,Not a Fatality (not Applicable),No
510490,2,1,White,No
510490,2,2,Not a Fatality (not Applicable),No
510491,1,1,White,No
510492,1,1,Not a Fatality (not Applicable),No
510492,1,2,White,No
510493,1,1,White,No
510494,1,1,White,No
510495,1,1,White,No
510496,1,1,Not a Fatality (not Applicable),No
510496,1,2,Not a Fatality (not Applicable),No
510496,1,3,White,No
510497,1,1,Black or African American,No
510498,1,1,Not a Fatality (not Applicable),No
510498,1,2,Not a Fatality (not Applicable),No
510498,2,1,White,No
510498,3,1,Not a Fatality (not Applicable),No
510499,1,1,Black or African American,No
510499,1,2,Black or African American,No
510499,2,1,Not a Fatality (not Applicable),No
510499,3,1,Not a Fatality (not Applicable),No
510499,4,1,Not a Fatality (not Applicable),No
510499,4,2,Not a Fatality (not Applicable),No
510499,4,3,Not a Fatality (not Applicable),No
510500,1,1,White,No
510500,2,1,White,No
510501,1,1,White,No
510501,2,1,Not a Fatality (not Applicable),No
510502,0,1,White,No
510502,1,1,Not a Fatality (not Applicable),No
510503,1,1,Not a Fatality (not Applicable),No
510503,2,1,Black or African American,No
510503,2,2,Not a Fatality (not Applicable),No
510504,0,1,Black or African American,No
510504,1,1,Not a Fatality (not Applicable),No
510504,1,2,Not a Fatality (not Applicable),No
510505,1,1,White,No
510506,0,1,Black or African American,No
510506,1,1,Not a Fatality (not Applicable),No
510506,2,1,Not a Fatality (not Applicable),No
510507,1,1,White,No
510507,2,1,Not a Fatality (not Applicable),No
510508,1,1,Black or African American,No
510508,2,1,Not a Fatality (not Applicable),No
510509,1,1,White,No
510510,1,1,Unknown,No
510511,1,1,White,No
510512,1,1,Not a Fatality (not Applicable),No
510512,2,1,Black or African American,No
510513,1,1,White,No
510514,1,1,White,No
510514,2,1,Not a Fatality (not Applicable),No
510514,2,2,Not a Fatality (not Applicable),No
510515,1,1,Not a Fatality (not Applicable),No
510515,2,1,White,No
510515,2,2,Not a Fatality (not Applicable),No
510516,1,1,Not a Fatality (not Applicable),No
510516,1,2,Asian Indian,No
510516,1,3,Not a Fatality (not Applicable),No
510516,1,4,Not a Fatality (not Applicable),No
510516,1,5,Not a Fatality (not Applicable),No
510516,1,6,Not a Fatality (not Applicable),No
510516,1,7,Not a Fatality (not Applicable),No
510516,1,8,Not a Fatality (not Applicable),No
510516,2,1,Not a Fatality (not Applicable),No
510517,1,1,Black or African American,No
510517,2,1,Not a Fatality (not Applicable),No
510518,1,1,Not a Fatality (not Applicable),No
510518,2,1,White,No
510518,2,2,Other Race,No
510518,3,1,Not a Fatality (not Applicable),No
510518,3,2,Not a Fatality (not Applicable),No
510518,3,3,Not a Fatality (not Applicable),No
510518,3,4,Not a Fatality (not Applicable),No
510519,1,1,Not a Fatality (not Applicable),No
510519,1,2,Not a Fatality (not Applicable),No
510519,2,1,Not a Fatality (not Applicable),No
510519,2,2,Other Race,No
510519,3,1,Not a Fatality (not Applicable),No
510519,4,1,Not a Fatality (not Applicable),No
510520,0,1,Unknown,No
510520,1,1,Not a Fatality (not Applicable),No
510521,1,1,Black or African American,No
510522,0,1,White,No
510522,0,2,Unknown,No
510522,1,1,Not a Fatality (not Applicable),No
510523,1,1,Black or African American,No
510523,1,2,Black or African American,No
510523,2,1,Not a Fatality (not Applicable),No
510524,0,1,Black or African American,No
510524,1,1,Not a Fatality (not Applicable),No
510525,1,1,White,No
510526,1,1,White,No
510527,1,1,Not a Fatality (not Applicable),No
510527,1,2,White,No
510528,0,1,Black or African American,No
510528,1,1,Not a Fatality (not Applicable),No
510529,1,1,Not a Fatality (not Applicable),No
510529,2,1,Not a Fatality (not Applicable),No
510529,3,1,Not a Fatality (not Applicable),No
510529,3,2,White,No
510529,3,3,Not a Fatality (not Applicable),No
510529,3,4,Not a Fatality (not Applicable),No
510529,4,1,Not a Fatality (not Applicable),No
510529,4,2,Not a Fatality (not Applicable),No
510529,4,3,Not a Fatality (not Applicable),No
510529,4,4,Not a Fatality (not Applicable),No
510529,4,5,Not a Fatality (not Applicable),No
510530,1,1,White,No
510530,2,1,Not a Fatality (not Applicable),No
510531,1,1,Not a Fatality (not Applicable),No
510531,1,2,White,No
510531,2,1,Not a Fatality (not Applicable),No
510531,2,2,Not a Fatality (not Applicable),No
510532,1,1,Unknown,No
510533,1,1,Not a Fatality (not Applicable),No
510533,1,2,Black or African American,No
510533,1,3,Not a Fatality (not Applicable),No
510534,1,1,White,No
510534,2,1,Not a Fatality (not Applicable),No
510535,1,1,Not a Fatality (not Applicable),No
510535,2,1,Other Race,No
510535,2,2,Not a Fatality (not Applicable),No
510535,2,3,Not a Fatality (not Applicable),No
510535,2,4,Not a Fatality (not Applicable),No
510535,2,5,Not a Fatality (not Applicable),No
510535,2,6,Not a Fatality (not Applicable),No
510536,1,1,White,No
510537,0,1,White,No
510537,1,1,Not a Fatality (not Applicable),No
510538,1,1,White,No
510538,2,1,Not a Fatality (not Applicable),No
510539,1,1,Not a Fatality (not Applicable),No
510539,1,2,Not a Fatality (not Applicable),No
510539,2,1,White,No
510539,2,2,Not a Fatality (not Applicable),No
510540,1,1,Unknown,No
510540,1,2,Not a Fatality (not Applicable),No
510540,1,3,Not a Fatality (not Applicable),No
510540,1,4,Not a Fatality (not Applicable),No
510541,1,1,White,No
510542,1,1,Black or African American,No
510542,1,2,Not a Fatality (not Applicable),No
510543,1,1,Not a Fatality (not Applicable),No
510543,1,2,Not a Fatality (not Applicable),No
510543,2,1,White,No
510543,2,2,Not a Fatality (not Applicable),No
510544,1,1,White,Yes
510544,1,1,Black or African American,Yes
510544,1,2,Not a Fatality (not Applicable),No
510544,2,1,Not a Fatality (not Applicable),No
510544,2,2,Not a Fatality (not Applicable),No
510545,0,1,White,No
510545,1,1,Not a Fatality (not Applicable),No
510546,1,1,Other Asian or Pacific Islander,No
510547,1,1,Not a Fatality (not Applicable),No
510547,1,2,"Other Indian (includes South and Central America, any others, except North American or Asian Indians)",No
510548,1,1,Black or African American,No
510548,1,2,Not a Fatality (not Applicable),No
510549,1,1,White,No
510549,1,2,Not a Fatality (not Applicable),No
510550,1,1,Black or African American,No
510551,1,1,White,No
510552,0,1,White,No
510552,1,1,Not a Fatality (not Applicable),No
510553,1,1,Not a Fatality (not Applicable),No
510553,1,2,Black or African American,No
510554,1,1,Not a Fatality (not Applicable),No
510554,1,2,Black or African American,No
510554,2,1,Not a Fatality (not Applicable),No
510554,3,1,Not a Fatality (not Applicable),No
510555,1,1,White,No
510556,1,1,White,No
510557,0,1,Unknown,No
510557,0,2,Not a Fatality (not Applicable),No
510557,1,1,Not a Fatality (not Applicable),No
510558,1,1,Black or African American,No
510558,2,1,Not a Fatality (not Applicable),No
510559,1,1,White,No
510560,1,1,White,No
510561,1,1,Unknown,No
510562,1,1,Not a Fatality (not Applicable),No
510562,2,1,Unknown,No
510563,1,1,White,No
510563,2,1,Not a Fatality (not Applicable),No
510563,2,2,Not a Fatality (not Applicable),No
510563,2,3,Not a Fatality (not Applicable),No
510564,1,1,Unknown,No
510565,1,1,Not a Fatality (not Applicable),No
510565,2,1,White,No
510565,3,1,Not a Fatality (not Applicable),No
510566,1,1,Black or African American,No
510567,1,1,White,No
510567,1,2,Not a Fatality (not Applicable),No
510568,0,1,Unknown,No
510568,1,1,Not a Fatality (not Applicable),No
510569,0,1,Black or African American,No
510569,1,1,Not a Fatality (not Applicable),No
510569,2,1,Not a Fatality (not Applicable),No
510569,3,1,Not a Fatality (not Applicable),No
510570,1,1,White,No
510571,1,1,Black or African American,No
510572,1,1,Not a Fatality (not Applicable),No
510572,2,1,Black or African American,No
510572,3,1,Not a Fatality (not Applicable),No
510572,3,2,Not a Fatality (not Applicable),No
510572,4,1,Not a Fatality (not Applicable),No
510573,1,1,Not a Fatality (not Applicable),No
510573,1,2,White,No
510574,1,1,Black or African American,No
510574,1,2,Not a Fatality (not Applicable),No
510575,1,1,Not a Fatality (not Applicable),No
510575,2,1,White,No
510576,0,1,Other Asian or Pacific Islander,No
510576,0,2,Not a Fatality (not Applicable),No
510576,1,1,Not a Fatality (not Applicable),No
510577,1,1,Not a Fatality (not Applicable),No
510577,2,1,White,No
510578,1,1,White,No
510578,2,1,Not a Fatality (not Applicable),No
510578,2,2,Not a Fatality (not Applicable),No
510579,1,1,White,No
510580,1,1,Not a Fatality (not Applicable),No
510580,1,2,Not a Fatality (not Applicable),No
510580,2,1,White,No
510580,2,2,White,No
510581,0,1,Black or African American,No
510581,1,1,Not a Fatality (not Applicable),No
510582,1,1,White,No
510583,1,1,Unknown,No
510583,2,1,Not a Fatality (not Applicable),No
510583,3,1,Not a Fatality (not Applicable),No
510583,3,2,Not a Fatality (not Applicable),No
