st_case,veh_no,drimpair
482122,1,Not Reported
482123,1,Not Reported
482123,2,Not Reported
482124,1,Not Reported
482124,2,Not Reported
482125,1,Not Reported
482125,2,Not Reported
482126,1,Not Reported
482126,2,Not Reported
482127,1,Not Reported
482128,1,"Under the Influence of Alcohol, Drugs or Medication"
482129,1,Not Reported
482130,1,Not Reported
482131,1,Not Reported
482131,2,Not Reported
482132,1,Not Reported
482132,2,Not Reported
482133,1,"Ill, Blackout"
482134,1,"Under the Influence of Alcohol, Drugs or Medication"
482134,2,Not Reported
482135,1,Asleep or Fatigued
482135,2,Not Reported
482136,1,Not Reported
482137,1,"Under the Influence of Alcohol, Drugs or Medication"
482138,1,"Under the Influence of Alcohol, Drugs or Medication"
482138,2,Not Reported
482139,1,Not Reported
482139,2,Not Reported
482140,1,"Under the Influence of Alcohol, Drugs or Medication"
482141,1,Not Reported
482141,2,Not Reported
482142,1,Not Reported
482143,1,Not Reported
482144,1,Not Reported
482145,1,"Under the Influence of Alcohol, Drugs or Medication"
482146,1,Not Reported
482146,2,None/Apparently Normal
482147,1,Not Reported
482148,1,Asleep or Fatigued
482148,2,Not Reported
482148,3,Not Reported
482149,1,Not Reported
482151,1,Not Reported
482152,1,Not Reported
482152,2,Not Reported
482152,3,Not Reported
482153,1,Not Reported
482154,1,Not Reported
482155,1,Asleep or Fatigued
482156,1,Not Reported
482156,2,Not Reported
482157,1,"Ill, Blackout"
482158,1,Not Reported
482159,1,"Under the Influence of Alcohol, Drugs or Medication"
482160,1,Not Reported
482160,2,Not Reported
482161,1,Not Reported
482161,2,Not Reported
482161,3,Not Reported
482162,1,Asleep or Fatigued
482163,1,Not Reported
482163,2,"Under the Influence of Alcohol, Drugs or Medication"
482164,1,Not Reported
482164,2,Not Reported
482165,1,Not Reported
482166,1,"Under the Influence of Alcohol, Drugs or Medication"
482166,2,Not Reported
482166,3,Not Reported
482167,1,"Under the Influence of Alcohol, Drugs or Medication"
482168,1,"Under the Influence of Alcohol, Drugs or Medication"
482169,1,Asleep or Fatigued
482170,1,Not Reported
482170,2,Not Reported
482171,1,Not Reported
482171,2,Not Reported
482172,1,Not Reported
482172,2,Not Reported
482173,1,Not Reported
482174,1,Asleep or Fatigued
482175,1,"Under the Influence of Alcohol, Drugs or Medication"
482176,1,"Ill, Blackout"
482177,1,Not Reported
482177,2,No Driver Present/Unknown if Driver Present
482177,3,Not Reported
482177,4,Not Reported
482177,5,Not Reported
482177,6,Not Reported
482178,1,Not Reported
482179,1,Not Reported
482180,1,Not Reported
482180,2,Not Reported
482181,1,Not Reported
482181,2,Not Reported
482182,1,Not Reported
482183,1,Not Reported
482183,2,Not Reported
482184,1,Not Reported
482184,2,Not Reported
482185,1,Not Reported
482186,1,Not Reported
482187,1,Not Reported
482187,2,Not Reported
482188,1,Not Reported
482188,2,Not Reported
482189,1,Not Reported
482189,2,Not Reported
482190,1,Not Reported
482190,2,Not Reported
482191,1,"Under the Influence of Alcohol, Drugs or Medication"
482192,1,Not Reported
482193,1,Not Reported
482193,2,Not Reported
482193,3,Not Reported
482193,4,Not Reported
482194,1,Not Reported
482194,2,Not Reported
482194,3,Not Reported
482195,1,Not Reported
482195,2,Not Reported
482196,1,Not Reported
482196,2,Not Reported
482197,1,Asleep or Fatigued
482198,1,Not Reported
482200,1,Not Reported
482201,1,Not Reported
482202,1,Not Reported
482202,2,Not Reported
482202,3,Not Reported
482203,1,Not Reported
482203,2,No Driver Present/Unknown if Driver Present
482204,1,"Under the Influence of Alcohol, Drugs or Medication"
482204,2,Not Reported
482205,1,"Under the Influence of Alcohol, Drugs or Medication"
482205,2,"Under the Influence of Alcohol, Drugs or Medication"
482206,1,Not Reported
482206,2,Not Reported
482207,1,Asleep or Fatigued
482208,1,Not Reported
482208,2,Not Reported
482209,1,Not Reported
482210,1,"Ill, Blackout"
482210,1,Asleep or Fatigued
482211,1,"Under the Influence of Alcohol, Drugs or Medication"
482212,1,Not Reported
482212,2,Not Reported
482214,1,"Under the Influence of Alcohol, Drugs or Medication"
482214,2,Not Reported
482215,1,Not Reported
482216,1,Not Reported
482216,2,Not Reported
482217,1,"Under the Influence of Alcohol, Drugs or Medication"
482217,2,Not Reported
482218,1,"Under the Influence of Alcohol, Drugs or Medication"
482218,2,Not Reported
482219,1,Not Reported
482220,1,"Under the Influence of Alcohol, Drugs or Medication"
482220,2,Not Reported
482222,1,"Under the Influence of Alcohol, Drugs or Medication"
482223,1,"Under the Influence of Alcohol, Drugs or Medication"
482223,2,Not Reported
482223,3,Not Reported
482224,1,"Under the Influence of Alcohol, Drugs or Medication"
482224,2,No Driver Present/Unknown if Driver Present
482225,1,Not Reported
482226,1,Not Reported
482227,1,Not Reported
482228,1,"Under the Influence of Alcohol, Drugs or Medication"
482229,1,Not Reported
482230,1,Not Reported
482231,1,Not Reported
482231,2,Not Reported
482232,1,"Under the Influence of Alcohol, Drugs or Medication"
482233,1,Not Reported
482233,2,Not Reported
482233,3,Not Reported
482233,4,Not Reported
482234,1,"Under the Influence of Alcohol, Drugs or Medication"
482234,2,Not Reported
482235,1,"Under the Influence of Alcohol, Drugs or Medication"
482236,1,"Under the Influence of Alcohol, Drugs or Medication"
482236,2,Not Reported
482237,1,"Under the Influence of Alcohol, Drugs or Medication"
482238,1,Not Reported
482238,2,Not Reported
482238,3,Not Reported
482239,1,"Under the Influence of Alcohol, Drugs or Medication"
482240,1,Not Reported
482241,1,"Under the Influence of Alcohol, Drugs or Medication"
482241,2,Not Reported
482242,1,"Under the Influence of Alcohol, Drugs or Medication"
482242,2,Not Reported
482242,3,Not Reported
482243,1,Not Reported
482244,1,"Under the Influence of Alcohol, Drugs or Medication"
482245,1,Not Reported
482246,1,Asleep or Fatigued
482247,1,Not Reported
482248,1,Not Reported
482249,1,"Under the Influence of Alcohol, Drugs or Medication"
482250,1,Not Reported
482251,1,"Under the Influence of Alcohol, Drugs or Medication"
482252,1,Not Reported
482252,2,Not Reported
482253,1,Not Reported
482253,2,Not Reported
482254,1,"Under the Influence of Alcohol, Drugs or Medication"
482254,2,Not Reported
482254,3,Not Reported
482255,1,"Under the Influence of Alcohol, Drugs or Medication"
482256,1,Not Reported
482257,1,"Ill, Blackout"
482257,1,"Under the Influence of Alcohol, Drugs or Medication"
482258,1,Not Reported
482259,1,Not Reported
482259,2,Not Reported
482259,3,Not Reported
482260,1,Not Reported
482261,1,Not Reported
482262,1,Not Reported
482262,2,Not Reported
482263,1,"Under the Influence of Alcohol, Drugs or Medication"
482264,1,Not Reported
482265,1,Not Reported
482265,2,Not Reported
482266,1,Not Reported
482266,2,Not Reported
482267,1,Not Reported
482267,2,Not Reported
482268,1,Not Reported
482268,2,Not Reported
482268,3,Not Reported
482269,1,"Under the Influence of Alcohol, Drugs or Medication"
482270,1,Not Reported
482271,1,Not Reported
482271,2,Not Reported
482272,1,Not Reported
482272,2,Not Reported
482274,1,"Under the Influence of Alcohol, Drugs or Medication"
482274,2,Not Reported
482275,1,"Ill, Blackout"
482275,2,Not Reported
482275,3,Not Reported
482275,4,Not Reported
482276,1,"Ill, Blackout"
482277,1,Not Reported
482277,2,Not Reported
482277,3,Not Reported
482278,1,Not Reported
482279,1,Not Reported
482280,1,Not Reported
482281,1,Not Reported
482281,2,Not Reported
482282,1,Not Reported
482283,1,Not Reported
482283,2,Not Reported
482284,1,"Ill, Blackout"
482285,1,Not Reported
482286,1,"Under the Influence of Alcohol, Drugs or Medication"
482286,2,Not Reported
482286,3,Not Reported
482287,1,Not Reported
482288,1,"Under the Influence of Alcohol, Drugs or Medication"
482289,1,"Under the Influence of Alcohol, Drugs or Medication"
482289,2,Not Reported
482290,1,Not Reported
482291,1,Not Reported
482291,2,Not Reported
482292,1,Not Reported
482293,1,Not Reported
482294,1,Not Reported
482295,1,Not Reported
482296,1,Not Reported
482297,1,Not Reported
482297,2,Not Reported
482298,1,Not Reported
482299,1,Not Reported
482300,1,Not Reported
482300,2,Not Reported
482301,1,Not Reported
482302,1,Not Reported
482302,2,Not Reported
482303,1,Not Reported
482303,2,Not Reported
482304,1,Asleep or Fatigued
482304,2,Not Reported
482305,1,Not Reported
482305,2,Not Reported
482306,1,Not Reported
482306,2,Not Reported
482307,1,Not Reported
482309,1,Not Reported
482310,1,Not Reported
482310,2,Not Reported
482311,1,Not Reported
482312,1,"Under the Influence of Alcohol, Drugs or Medication"
482313,1,Not Reported
482313,2,Not Reported
482313,3,Not Reported
482314,1,Not Reported
482315,1,Not Reported
482316,1,Asleep or Fatigued
482316,2,Not Reported
482318,1,Not Reported
482319,1,Not Reported
482320,1,Not Reported
482320,2,Not Reported
482321,1,Not Reported
482322,1,Not Reported
482322,2,Not Reported
482323,1,Not Reported
482324,1,Not Reported
482324,2,Not Reported
482324,3,Not Reported
482325,1,"Under the Influence of Alcohol, Drugs or Medication"
482326,1,Not Reported
482326,2,Not Reported
482327,1,Not Reported
482327,2,"Under the Influence of Alcohol, Drugs or Medication"
482328,1,Not Reported
482328,2,Not Reported
482328,3,Not Reported
482329,1,Not Reported
482329,2,Not Reported
482330,1,Not Reported
482331,1,Not Reported
482331,2,Not Reported
482331,3,Not Reported
482332,1,Not Reported
482332,2,Not Reported
482333,1,Not Reported
482334,1,"Under the Influence of Alcohol, Drugs or Medication"
482335,1,Not Reported
482335,2,Not Reported
482336,1,Not Reported
482337,1,Not Reported
482338,1,"Under the Influence of Alcohol, Drugs or Medication"
482338,2,Not Reported
482338,3,Not Reported
482339,1,"Under the Influence of Alcohol, Drugs or Medication"
482339,2,"Under the Influence of Alcohol, Drugs or Medication"
482340,1,"Emotional (depressed, angry, disturbed, etc.)"
482340,1,"Under the Influence of Alcohol, Drugs or Medication"
482341,1,Not Reported
482341,2,Not Reported
482341,3,Not Reported
482342,1,Asleep or Fatigued
482342,1,"Under the Influence of Alcohol, Drugs or Medication"
482343,1,Not Reported
482344,1,"Ill, Blackout"
482345,1,Not Reported
482346,1,Not Reported
482347,1,"Under the Influence of Alcohol, Drugs or Medication"
482348,1,Not Reported
482348,2,Not Reported
482348,3,Not Reported
482348,4,Not Reported
482348,5,Not Reported
482349,1,"Under the Influence of Alcohol, Drugs or Medication"
482349,2,Not Reported
482349,3,Not Reported
482350,1,Not Reported
482350,2,Not Reported
482351,1,Not Reported
482351,2,Not Reported
482352,1,Not Reported
482352,2,Not Reported
482353,1,Not Reported
482354,1,"Under the Influence of Alcohol, Drugs or Medication"
482355,1,Not Reported
482355,2,Not Reported
482356,1,Not Reported
482356,2,Not Reported
482357,1,Not Reported
482358,1,"Under the Influence of Alcohol, Drugs or Medication"
482358,2,Not Reported
482359,1,Not Reported
482360,1,Not Reported
482361,1,Not Reported
482362,1,Not Reported
482363,1,Not Reported
482364,1,Not Reported
482364,2,Not Reported
482365,1,Not Reported
482366,1,Not Reported
482366,2,Not Reported
482366,3,Not Reported
482366,4,Not Reported
482367,1,Not Reported
482368,1,Not Reported
482368,2,Not Reported
482369,1,Not Reported
482370,1,"Under the Influence of Alcohol, Drugs or Medication"
482372,1,Asleep or Fatigued
482373,1,Not Reported
482374,1,"Under the Influence of Alcohol, Drugs or Medication"
482374,2,Not Reported
482375,1,Not Reported
482376,1,Not Reported
482377,1,Not Reported
482377,2,Not Reported
482378,1,Not Reported
482378,2,Not Reported
482379,1,Not Reported
482380,1,"Under the Influence of Alcohol, Drugs or Medication"
482452,1,Not Reported
482380,2,"Under the Influence of Alcohol, Drugs or Medication"
482381,1,Not Reported
482382,1,Not Reported
482382,2,No Driver Present/Unknown if Driver Present
482383,1,Not Reported
482384,1,Not Reported
482384,2,Not Reported
482384,3,Not Reported
482386,1,Not Reported
482387,1,Not Reported
482388,1,Not Reported
482389,1,"Under the Influence of Alcohol, Drugs or Medication"
482389,2,Not Reported
482390,1,Not Reported
482390,2,Not Reported
482391,1,Not Reported
482391,2,"Under the Influence of Alcohol, Drugs or Medication"
482392,1,Not Reported
482393,1,"Under the Influence of Alcohol, Drugs or Medication"
482394,1,Not Reported
482395,1,"Under the Influence of Alcohol, Drugs or Medication"
482395,2,Not Reported
482396,1,Not Reported
482398,1,Not Reported
482398,2,Not Reported
482399,1,Not Reported
482400,1,Not Reported
482401,1,Not Reported
482401,2,Not Reported
482402,1,Not Reported
482402,2,Not Reported
482403,1,Not Reported
482403,2,Not Reported
482404,1,"Under the Influence of Alcohol, Drugs or Medication"
482404,2,Not Reported
482405,1,Not Reported
482406,1,Not Reported
482408,1,Not Reported
482409,1,Not Reported
482409,2,Not Reported
482411,1,Not Reported
482411,2,Not Reported
482412,1,Not Reported
482413,1,Not Reported
482413,2,Not Reported
482414,1,"Ill, Blackout"
482414,2,Not Reported
482415,1,"Ill, Blackout"
482416,1,Not Reported
482417,1,Not Reported
482418,1,Not Reported
482419,1,Not Reported
482419,2,Not Reported
482420,1,"Under the Influence of Alcohol, Drugs or Medication"
482421,1,"Under the Influence of Alcohol, Drugs or Medication"
482421,2,Not Reported
482421,3,Not Reported
482422,1,"Under the Influence of Alcohol, Drugs or Medication"
482423,1,Not Reported
482423,2,Not Reported
482424,1,Asleep or Fatigued
482424,1,"Under the Influence of Alcohol, Drugs or Medication"
482425,1,"Under the Influence of Alcohol, Drugs or Medication"
482425,2,Not Reported
482426,1,Not Reported
482427,1,Not Reported
482427,2,Not Reported
482428,1,Not Reported
482430,1,Not Reported
482431,1,Not Reported
482431,2,Not Reported
482432,1,Not Reported
482432,2,Not Reported
482433,1,Not Reported
482434,1,"Under the Influence of Alcohol, Drugs or Medication"
482434,2,Not Reported
482435,1,Not Reported
482436,1,"Under the Influence of Alcohol, Drugs or Medication"
482436,2,Not Reported
482437,1,"Under the Influence of Alcohol, Drugs or Medication"
482438,1,Asleep or Fatigued
482438,2,Not Reported
482438,3,Not Reported
482438,4,Not Reported
482438,5,Not Reported
482438,6,Not Reported
482439,1,Not Reported
482440,1,Not Reported
482441,1,Not Reported
482442,1,Not Reported
482442,2,Not Reported
482442,3,Not Reported
482442,4,Not Reported
482442,5,Not Reported
482443,1,"Under the Influence of Alcohol, Drugs or Medication"
482444,1,Not Reported
482444,2,Not Reported
482444,3,Not Reported
482444,4,Not Reported
482445,1,"Ill, Blackout"
482446,1,"Under the Influence of Alcohol, Drugs or Medication"
482447,1,Not Reported
482447,2,Not Reported
482448,1,Not Reported
482448,2,Not Reported
482449,1,Not Reported
482450,1,Not Reported
482450,2,Not Reported
482451,1,Not Reported
482451,2,Not Reported
482453,1,Not Reported
482453,2,None/Apparently Normal
482454,1,Not Reported
482455,1,"Under the Influence of Alcohol, Drugs or Medication"
482456,1,Not Reported
482456,2,Not Reported
482457,1,"Under the Influence of Alcohol, Drugs or Medication"
482457,2,Not Reported
482458,1,Not Reported
482458,2,Not Reported
482459,1,Not Reported
482460,1,Not Reported
482461,1,Not Reported
482462,1,Not Reported
482463,1,Not Reported
482464,1,"Under the Influence of Alcohol, Drugs or Medication"
482464,2,Not Reported
482465,1,Not Reported
482466,1,Not Reported
482467,1,"Under the Influence of Alcohol, Drugs or Medication"
482468,1,Not Reported
482468,2,Not Reported
482469,1,Not Reported
482470,1,Not Reported
482471,1,Not Reported
482472,1,Not Reported
482473,1,Not Reported
482473,2,Not Reported
482474,1,Not Reported
482474,2,"Under the Influence of Alcohol, Drugs or Medication"
482474,3,Not Reported
482475,1,Not Reported
482476,1,"Under the Influence of Alcohol, Drugs or Medication"
482477,1,Not Reported
482477,2,Not Reported
482478,1,"Under the Influence of Alcohol, Drugs or Medication"
482478,2,Not Reported
482479,1,"Ill, Blackout"
482480,1,Not Reported
482480,2,Not Reported
482480,3,Not Reported
482481,1,Not Reported
482481,2,Not Reported
482481,3,Not Reported
482482,1,Not Reported
482483,1,Not Reported
482484,1,Not Reported
482484,2,Not Reported
482485,1,Not Reported
482486,1,Asleep or Fatigued
482486,1,"Under the Influence of Alcohol, Drugs or Medication"
482486,2,Not Reported
482487,1,Not Reported
482488,1,Not Reported
482488,2,Not Reported
482488,3,Not Reported
482488,4,Not Reported
