st_case,veh_no,per_no,pbage,pbsex,pbptype,pbswalk,pedctype,bikectype,pedpos,pedleg,pedsnr,pedcgp,bikecgp
481052,0,1,25,Male,Bicyclist,None Noted,Not a Pedestrian,Motorist Overtaking - Undetected Bicyclist�or Detected - Too Late to Avoid,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Motorist Overtaking Bicyclist
481055,0,1,46,Male,Pedestrian,None Noted,Crossing an Expressway,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Expressway,Not a Cyclist
481056,0,1,25,Male,Pedestrian,None Noted,Walking/Running Along Roadway Against Traffic - From Front,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Walking/Running Along Roadway,Not a Cyclist
481061,0,1,41,Female,Bicyclist,Yes,Not a Pedestrian,Motorist Overtaking - Other/ Unknown,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Motorist Overtaking Bicyclist
481064,0,1,45,Female,Pedestrian,Yes,Walking/Running Along Roadway With Traffic - From Behind,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Walking/Running Along Roadway,Not a Cyclist
481087,0,1,27,Male,Pedestrian,Yes,Walking in Roadway,Not a Cyclist,Travel Lane,Farside,"Motorist traveling straight through - Crash Occurred on Far Side of Intersection / Pedestrian outside crosswalk area, other",Pedestrian in Roadway - Circumstances Unknown,Not a Cyclist
481093,0,1,27,Male,Pedestrian,None Noted,Crossing an Expressway,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Expressway,Not a Cyclist
481106,0,1,33,Male,Bicyclist,None Noted,Not a Pedestrian,Motorist Overtaking - Undetected Bicyclist�or Detected - Too Late to Avoid,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Motorist Overtaking Bicyclist
481107,0,1,31,Female,Pedestrian,None Noted,Motor Vehicle Loss of Control,Not a Cyclist,Paved Shoulder / Bicycle Lane / Parking Lane,Not Applicable,Not Applicable,Unusual Circumstances,Not a Cyclist
481108,0,1,42,Male,Pedestrian,None Noted,Disabled Vehicle-Related,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Unusual Circumstances,Not a Cyclist
481113,0,1,27,Male,Bicyclist,None Noted,Not a Pedestrian,Bicyclist Left Turn - Same Direction,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Bicyclist Left Turn / Merge
481119,0,1,40,Male,Bicyclist,None Noted,Not a Pedestrian,Unknown Approach Paths,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Other / Unknown - Insufficient Details
481120,0,1,25,Male,Pedestrian,None Noted,Walking/Running Along Roadway - Direction / Position Unknown,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Walking/Running Along Roadway,Not a Cyclist
481126,0,1,59,Male,Pedestrian,None Noted,Driverless Vehicle,Not a Cyclist,Sidewalk / Shared-Use Path / Driveway Access,Not Applicable,Not Applicable,Unusual Circumstances,Not a Cyclist
481127,0,1,62,Male,Pedestrian,Yes,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
481141,0,1,69,Female,Pedestrian,Yes,Motorist Left Turn - Parallel Paths,Not a Cyclist,Crosswalk Area,Farside,"Motorist turning left - Crash Occurred on Far Side of Intersection / Pedestrian within crosswalk area, approach direction opposite motorists.",Crossing Roadway - Vehicle Turning,Not a Cyclist
481143,0,1,37,Male,Pedestrian,Yes,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
481144,0,1,59,Male,Pedestrian,Yes,Not At Intersection - Other / Unknown,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Other / Unknown - Insufficient Details,Not a Cyclist
481146,0,1,46,Female,Pedestrian,Yes,Crossing an Expressway,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Expressway,Not a Cyclist
481147,0,1,60,Male,Pedestrian,None Noted,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
481174,0,1,68,Male,Pedestrian,None Noted,Walking/Running Along Roadway With Traffic - From Behind,Not a Cyclist,Paved Shoulder / Bicycle Lane / Parking Lane,Not Applicable,Not Applicable,Walking/Running Along Roadway,Not a Cyclist
481178,0,1,41,Male,Pedestrian,None Noted,Driverless Vehicle,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Unusual Circumstances,Not a Cyclist
481189,0,1,29,Female,Pedestrian,None Noted,Disabled Vehicle-Related,Not a Cyclist,Paved Shoulder / Bicycle Lane / Parking Lane,Not Applicable,Not Applicable,Unusual Circumstances,Not a Cyclist
481191,0,1,18,Female,Pedestrian,None Noted,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
481200,0,1,6,Female,Pedestrian,None Noted,School Bus Stop-Related,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Bus Stop-Related,Not a Cyclist
481203,0,1,32,Female,Bicyclist,None Noted,Not a Pedestrian,Motorist Overtaking - Undetected Bicyclist�or Detected - Too Late to Avoid,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Motorist Overtaking Bicyclist
481213,0,1,52,Male,Bicyclist,None Noted,Not a Pedestrian,Motorist Overtaking - Undetected Bicyclist�or Detected - Too Late to Avoid,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Motorist Overtaking Bicyclist
481214,0,1,32,Female,Pedestrian,Yes,Walking/Running Along Roadway Against Traffic - From Front,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Walking/Running Along Roadway,Not a Cyclist
481215,0,1,26,Male,Bicyclist,None Noted,Not a Pedestrian,Motorist Overtaking - Undetected Bicyclist�or Detected - Too Late to Avoid,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Motorist Overtaking Bicyclist
481218,0,1,60,Male,Pedestrian,None Noted,Crossing an Expressway,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Expressway,Not a Cyclist
481220,0,1,24,Female,Pedestrian,None Noted,Walking/Running Along Roadway - Direction / Position Unknown,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Walking/Running Along Roadway,Not a Cyclist
481226,0,1,41,Male,Pedestrian,None Noted,Walking/Running Along Roadway With Traffic - From Behind,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Walking/Running Along Roadway,Not a Cyclist
481231,0,1,52,Male,Pedestrian,None Noted,Non-Trafficway - Other / Unknown,Not a Cyclist,Non-Trafficway - Parking Lot/Other,Not Applicable,Not Applicable,Non-Trafficway,Not a Cyclist
481244,0,1,50,Female,Pedestrian,None Noted,Lying in Roadway,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Pedestrian in Roadway - Circumstances Unknown,Not a Cyclist
481247,0,1,21,Female,Pedestrian,None Noted,Lying in Roadway,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Pedestrian in Roadway - Circumstances Unknown,Not a Cyclist
481249,0,1,65,Male,Pedestrian,None Noted,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
481261,0,1,73,Male,Bicyclist,Yes,Not a Pedestrian,Motorist Overtaking - Other/ Unknown,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Motorist Overtaking Bicyclist
481261,0,2,63,Female,Bicyclist,Yes,Not a Pedestrian,Motorist Overtaking - Other/ Unknown,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Motorist Overtaking Bicyclist
481262,0,1,32,Male,Person on a Personal Conveyance,None Noted,Motorist Left Turn - Perpendicular Paths,Not a Cyclist,Travel Lane,Nearside,"Motorist turning left - Crash Occurred on Near (Approach) Side of Intersection / Pedestrian outside crosswalk area, approach direction unknown.",Crossing Roadway - Vehicle Turning,Not a Cyclist
481263,0,1,68,Male,Pedestrian,Yes,Pedestrian Loss of Control,Not a Cyclist,Crosswalk Area,Nearside,"Motorist turning left - Crash Occurred on Near (Approach) Side of Intersection / Pedestrian within crosswalk area, traveled from motorists right.",Unusual Circumstances,Not a Cyclist
481264,0,1,68,Female,Pedestrian,Yes,"Dash  Run, No Visual Obstruction Noted",Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,"Dash  Run, No Visual Obstruction Noted / Dart-Out  Visual Obstruction Noted",Not a Cyclist
481265,0,1,24,Male,Pedestrian,None Noted,Dispute-Related,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Unusual Circumstances,Not a Cyclist
481267,0,1,38,Male,Pedestrian,Yes,Motorist Failed to Yield,Not a Cyclist,Crosswalk Area,Farside,"Motorist traveling straight through - Crash Occurred on Far Side of Intersection / Pedestrian within crosswalk area, traveled from motorists left.",Crossing Roadway - Vehicle Not Turning,Not a Cyclist
481273,0,1,65,Male,Pedestrian,None Noted,Walking/Running Along Roadway - Direction / Position Unknown,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Walking/Running Along Roadway,Not a Cyclist
481276,0,1,94,Male,Pedestrian,None Noted,Pedestrian Failed to Yield,Not a Cyclist,Intersection Area,Nearside,"Motorist traveling straight through - Crash Occurred on Near (Approach) Side of Intersection / Pedestrian outside crosswalk area, traveled from motorists right.",Crossing Roadway - Vehicle Not Turning,Not a Cyclist
481280,0,1,53,Male,Pedestrian,Yes,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Farside,"Motorist traveling straight through - Crash Occurred on Far Side of Intersection / Pedestrian outside crosswalk area, traveled from motorists right.",Crossing Roadway - Vehicle Not Turning,Not a Cyclist
481283,0,1,8,Female,Pedestrian,Yes,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
481284,0,1,78,Female,Pedestrian,Yes,Not At Intersection - Other / Unknown,Not a Cyclist,Sidewalk / Shared-Use Path / Driveway Access,Not Applicable,Not Applicable,Other / Unknown - Insufficient Details,Not a Cyclist
481292,0,1,23,Male,Pedestrian,None Noted,Walking/Running Along Roadway - Direction / Position Unknown,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Walking/Running Along Roadway,Not a Cyclist
481300,0,1,51,Male,Pedestrian,Yes,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
481307,0,1,46,Male,Pedestrian,Yes,Lying in Roadway,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Pedestrian in Roadway - Circumstances Unknown,Not a Cyclist
481309,0,1,59,Male,Pedestrian,None Noted,Pedestrian Loss of Control,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Unusual Circumstances,Not a Cyclist
481315,0,1,82,Male,Pedestrian,Yes,Not At Intersection - Other / Unknown,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Other / Unknown - Insufficient Details,Not a Cyclist
481321,0,1,24,Male,Pedestrian,Yes,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
481324,0,1,19,Male,Pedestrian,None Noted,Disabled Vehicle-Related,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Unusual Circumstances,Not a Cyclist
481330,0,1,64,Male,Pedestrian,Yes,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
481337,0,1,60,Male,Pedestrian,None Noted,Standing in Roadway,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Pedestrian in Roadway - Circumstances Unknown,Not a Cyclist
481344,0,1,56,Male,Pedestrian,Yes,Pedestrian Failed to Yield,Not a Cyclist,Crosswalk Area,Nearside,"Motorist traveling straight through - Crash Occurred on Near (Approach) Side of Intersection / Pedestrian within crosswalk area, approach direction unknown.",Crossing Roadway - Vehicle Not Turning,Not a Cyclist
481345,0,1,63,Male,Pedestrian,Yes,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
481353,0,1,47,Male,Pedestrian,Yes,Vehicle into Vehicle or Vehicle into Object,Not a Cyclist,Unpaved Right-of-Way,Not Applicable,Not Applicable,Unusual Circumstances,Not a Cyclist
481382,0,1,26,Male,Pedestrian,None Noted,Crossing an Expressway,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Expressway,Not a Cyclist
481383,0,1,51,Male,Pedestrian,None Noted,Not At Intersection - Other / Unknown,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Other / Unknown - Insufficient Details,Not a Cyclist
481388,0,1,57,Male,Pedestrian,Yes,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
481402,0,1,46,Female,Pedestrian,Yes,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
481406,0,1,28,Male,Pedestrian,Yes,Motorist Failed to Yield,Not a Cyclist,Crosswalk Area,Nearside,"Motorist traveling straight through - Crash Occurred on Near (Approach) Side of Intersection / Pedestrian within crosswalk area, traveled from motorists right.",Crossing Roadway - Vehicle Not Turning,Not a Cyclist
481407,0,1,18,Male,Bicyclist,None Noted,Not a Pedestrian,Crossing Paths - Midblock - Other / Unknown,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Crossing Paths - Other Circumstances
481409,0,1,37,Female,Pedestrian,None Noted,Not At Intersection - Other / Unknown,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Other / Unknown - Insufficient Details,Not a Cyclist
481417,0,1,75,Male,Person on a Personal Conveyance,Yes,Vehicle into Vehicle or Vehicle into Object,Not a Cyclist,Crosswalk Area,Farside,"Motorist turning left - Crash Occurred on Far Side of Intersection / Pedestrian within crosswalk area, approach direction same as motorists.",Unusual Circumstances,Not a Cyclist
481421,0,1,36,Male,Pedestrian,None Noted,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
481423,0,1,44,Male,Person on a Personal Conveyance,Yes,Walking/Running Along Roadway - Direction / Position Unknown,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Walking/Running Along Roadway,Not a Cyclist
481426,0,1,14,Male,Pedestrian,Yes,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
481437,0,1,31,Male,Pedestrian,None Noted,Not At Intersection - Other / Unknown,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Other / Unknown - Insufficient Details,Not a Cyclist
481442,0,1,54,Male,Pedestrian,Yes,Motorist Exiting Driveway or Alley,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Driveway Access/Driveway Access Related,Not a Cyclist
481443,0,1,49,Male,Pedestrian,None Noted,Walking/Running Along Roadway - Direction / Position Unknown,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Walking/Running Along Roadway,Not a Cyclist
481447,0,1,51,Female,Pedestrian,None Noted,Vehicle into Vehicle or Vehicle into Object,Not a Cyclist,Paved Shoulder / Bicycle Lane / Parking Lane,Not Applicable,Not Applicable,Unusual Circumstances,Not a Cyclist
481451,0,1,41,Female,Pedestrian,Yes,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Nearside,"Motorist turning left - Crash Occurred on Near (Approach) Side of Intersection / Pedestrian outside crosswalk area, traveled from motorists right.",Crossing Roadway - Vehicle Not Turning,Not a Cyclist
481466,0,1,85,Male,Pedestrian,Yes,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
481474,0,1,20,Female,Pedestrian,None Noted,Lying in Roadway,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Pedestrian in Roadway - Circumstances Unknown,Not a Cyclist
481483,0,1,17,Male,Pedestrian,None Noted,Lying in Roadway,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Pedestrian in Roadway - Circumstances Unknown,Not a Cyclist
481485,0,1,62,Male,Pedestrian,None Noted,Walking/Running Along Roadway - Direction / Position Unknown,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Walking/Running Along Roadway,Not a Cyclist
481493,0,1,57,Male,Bicyclist,Yes,Not a Pedestrian,Crossing Paths - Uncontrolled Intersection,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Crossing Paths - Other Circumstances
481497,0,1,19,Male,Pedestrian,None Noted,Walking/Running Along Roadway With Traffic - From Behind,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Walking/Running Along Roadway,Not a Cyclist
481500,0,1,58,Male,Person on a Personal Conveyance,Yes,Pedestrian Failed to Yield,Not a Cyclist,Crosswalk Area,Nearside,"Motorist traveling straight through - Crash Occurred on Near (Approach) Side of Intersection / Pedestrian within crosswalk area, traveled from motorists left.",Crossing Roadway - Vehicle Not Turning,Not a Cyclist
481505,0,1,53,Female,Pedestrian,Yes,At Intersection - Other / Unknown,Not a Cyclist,Intersection Area,Farside,"Motorist traveling straight through - Crash Occurred on Far Side of Intersection / Pedestrian outside crosswalk area, other",Other / Unknown - Insufficient Details,Not a Cyclist
481515,0,1,71,Male,Pedestrian,None Noted,Walking/Running Along Roadway - Direction / Position Unknown,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Walking/Running Along Roadway,Not a Cyclist
481528,0,1,76,Male,Pedestrian,None Noted,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
481532,0,1,38,Male,Pedestrian,None Noted,Not At Intersection - Other / Unknown,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Other / Unknown - Insufficient Details,Not a Cyclist
481537,0,1,43,Female,Pedestrian,Yes,Not At Intersection - Other / Unknown,Not a Cyclist,Paved Shoulder / Bicycle Lane / Parking Lane,Not Applicable,Not Applicable,Other / Unknown - Insufficient Details,Not a Cyclist
481538,0,1,57,Male,Pedestrian,Yes,Motor Vehicle Loss of Control,Not a Cyclist,Non-Trafficway - Parking Lot/Other,Not Applicable,Not Applicable,Unusual Circumstances,Not a Cyclist
481546,0,1,63,Male,Pedestrian,Yes,Motorist Left Turn - Parallel Paths,Not a Cyclist,Crosswalk Area,Farside,"Motorist turning left - Crash Occurred on Far Side of Intersection / Pedestrian within crosswalk area, approach direction unknown.",Crossing Roadway - Vehicle Turning,Not a Cyclist
481547,0,1,60,Male,Bicyclist,None Noted,Not a Pedestrian,Motorist Overtaking - Undetected Bicyclist�or Detected - Too Late to Avoid,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Motorist Overtaking Bicyclist
