st_case,veh_no,vision
480478,1,No Obstruction Noted
480478,2,No Driver Present/Unknown if Driver present
480479,1,No Obstruction Noted
480479,2,No Obstruction Noted
480480,1,No Obstruction Noted
480481,1,No Obstruction Noted
480481,2,No Obstruction Noted
480482,1,No Obstruction Noted
480482,2,No Obstruction Noted
480482,3,No Obstruction Noted
480482,4,No Obstruction Noted
480483,1,No Obstruction Noted
480484,1,No Obstruction Noted
480485,1,No Obstruction Noted
480485,2,No Obstruction Noted
480485,3,No Obstruction Noted
480486,1,No Obstruction Noted
480487,1,No Obstruction Noted
480487,2,No Obstruction Noted
480488,1,No Obstruction Noted
480489,1,No Obstruction Noted
480489,2,No Obstruction Noted
480490,1,No Obstruction Noted
480491,1,No Obstruction Noted
480492,1,No Obstruction Noted
480492,2,No Obstruction Noted
480493,1,No Obstruction Noted
480494,1,"Trees, Crops, Vegetation"
480495,1,No Obstruction Noted
480495,2,No Obstruction Noted
480495,3,No Obstruction Noted
480495,4,No Obstruction Noted
480496,1,No Obstruction Noted
480497,1,No Obstruction Noted
480497,2,No Obstruction Noted
480498,1,No Obstruction Noted
480498,2,No Obstruction Noted
480499,1,No Obstruction Noted
480499,2,No Obstruction Noted
480500,1,No Obstruction Noted
480501,1,No Obstruction Noted
480501,2,No Obstruction Noted
480502,1,No Obstruction Noted
480503,1,No Obstruction Noted
480504,1,No Obstruction Noted
480505,1,No Obstruction Noted
480505,2,In-Transport Motor Vehicle (including load)
480505,3,No Obstruction Noted
480506,1,No Obstruction Noted
480506,2,No Obstruction Noted
480507,1,No Obstruction Noted
480507,2,No Obstruction Noted
480508,1,No Obstruction Noted
480509,1,No Obstruction Noted
480510,1,No Obstruction Noted
480511,1,No Obstruction Noted
480511,2,No Obstruction Noted
480512,1,No Obstruction Noted
480512,2,No Obstruction Noted
480513,1,No Obstruction Noted
480513,2,No Obstruction Noted
480513,3,No Obstruction Noted
480514,1,No Obstruction Noted
480514,2,No Obstruction Noted
480515,1,No Obstruction Noted
480515,2,No Obstruction Noted
480516,1,No Obstruction Noted
480517,1,No Obstruction Noted
480517,2,No Obstruction Noted
480518,1,No Obstruction Noted
480518,2,No Obstruction Noted
480519,1,No Obstruction Noted
480519,2,No Obstruction Noted
480520,1,No Obstruction Noted
480520,2,No Obstruction Noted
480521,1,No Obstruction Noted
480521,2,No Obstruction Noted
480521,3,No Obstruction Noted
480521,4,No Obstruction Noted
480522,1,No Obstruction Noted
480522,2,No Obstruction Noted
480523,1,"Reflected Glare, Bright Sunlight, Headlights"
480523,2,No Obstruction Noted
480523,3,No Obstruction Noted
480524,1,No Obstruction Noted
480525,1,No Obstruction Noted
480525,2,No Obstruction Noted
480526,1,No Obstruction Noted
480526,2,No Obstruction Noted
480527,1,No Obstruction Noted
480527,2,No Obstruction Noted
480528,1,No Obstruction Noted
480528,2,No Obstruction Noted
480529,1,No Obstruction Noted
480529,2,No Obstruction Noted
480530,1,No Obstruction Noted
480530,2,No Obstruction Noted
480531,1,No Obstruction Noted
480532,1,No Obstruction Noted
480533,1,No Obstruction Noted
480534,1,No Obstruction Noted
480534,2,No Obstruction Noted
480535,1,No Obstruction Noted
480536,1,No Obstruction Noted
480537,1,No Obstruction Noted
480538,1,No Obstruction Noted
480539,1,No Obstruction Noted
480539,2,No Obstruction Noted
480540,1,No Obstruction Noted
480541,1,No Obstruction Noted
480542,1,No Obstruction Noted
480543,1,No Obstruction Noted
480544,1,No Obstruction Noted
480544,2,No Obstruction Noted
480544,3,No Obstruction Noted
480545,1,No Obstruction Noted
480546,1,No Obstruction Noted
480546,2,No Obstruction Noted
480547,1,No Obstruction Noted
480548,1,No Obstruction Noted
480549,1,No Obstruction Noted
480550,1,No Obstruction Noted
480550,2,No Obstruction Noted
480551,1,No Obstruction Noted
480552,1,No Obstruction Noted
480552,2,No Driver Present/Unknown if Driver present
480552,3,No Obstruction Noted
480554,1,No Obstruction Noted
480555,1,No Obstruction Noted
480556,1,No Obstruction Noted
480556,2,No Obstruction Noted
480557,1,No Obstruction Noted
480557,2,No Obstruction Noted
480557,3,No Obstruction Noted
480558,1,No Obstruction Noted
480558,2,No Obstruction Noted
480558,3,No Obstruction Noted
480559,1,No Obstruction Noted
480559,2,No Obstruction Noted
480560,1,No Obstruction Noted
480560,2,No Obstruction Noted
480561,1,No Obstruction Noted
480562,1,No Obstruction Noted
480562,2,No Obstruction Noted
480563,1,No Obstruction Noted
480564,1,No Obstruction Noted
480564,2,No Obstruction Noted
480565,1,No Obstruction Noted
480565,2,No Obstruction Noted
480566,1,No Obstruction Noted
480566,2,No Obstruction Noted
480567,1,No Obstruction Noted
480568,1,No Obstruction Noted
480569,1,No Obstruction Noted
480569,2,No Obstruction Noted
480570,1,No Obstruction Noted
480571,1,No Obstruction Noted
480571,2,No Obstruction Noted
480572,1,No Obstruction Noted
480573,1,No Obstruction Noted
480574,1,No Obstruction Noted
480575,1,No Obstruction Noted
480575,2,No Obstruction Noted
480576,1,No Obstruction Noted
480577,1,No Obstruction Noted
480578,1,No Obstruction Noted
480579,1,No Obstruction Noted
480580,1,No Obstruction Noted
480581,1,No Obstruction Noted
480582,1,No Obstruction Noted
480583,1,No Obstruction Noted
480584,1,No Obstruction Noted
480585,1,No Obstruction Noted
480585,2,No Obstruction Noted
480586,1,No Obstruction Noted
480586,2,No Obstruction Noted
480587,1,No Obstruction Noted
480588,1,No Obstruction Noted
480588,2,No Obstruction Noted
480589,1,No Obstruction Noted
480590,1,No Obstruction Noted
480590,2,No Obstruction Noted
480591,1,No Obstruction Noted
480592,1,No Obstruction Noted
480592,2,No Obstruction Noted
480593,1,No Obstruction Noted
480593,2,No Obstruction Noted
480594,1,No Obstruction Noted
480595,1,No Obstruction Noted
480595,2,No Obstruction Noted
480596,1,No Obstruction Noted
480597,1,No Obstruction Noted
480597,2,No Obstruction Noted
480598,1,No Obstruction Noted
480599,1,No Obstruction Noted
480600,1,No Obstruction Noted
480600,2,No Obstruction Noted
480601,1,No Obstruction Noted
480602,1,No Obstruction Noted
480602,2,No Obstruction Noted
480602,3,No Obstruction Noted
480603,1,No Obstruction Noted
480604,1,No Obstruction Noted
480605,1,No Obstruction Noted
480606,1,No Obstruction Noted
480606,2,No Obstruction Noted
480607,1,No Obstruction Noted
480608,1,No Obstruction Noted
480609,1,No Obstruction Noted
480609,2,No Obstruction Noted
480610,1,No Obstruction Noted
480610,2,No Obstruction Noted
480611,1,No Obstruction Noted
480611,2,No Obstruction Noted
480611,3,No Obstruction Noted
480612,1,No Obstruction Noted
480613,1,No Obstruction Noted
480613,2,No Obstruction Noted
480614,1,No Obstruction Noted
480615,1,No Obstruction Noted
480615,2,No Obstruction Noted
480615,3,No Obstruction Noted
480615,4,No Obstruction Noted
480616,1,No Obstruction Noted
480616,2,No Obstruction Noted
480617,1,No Obstruction Noted
480617,2,No Obstruction Noted
480618,1,No Obstruction Noted
480618,2,No Obstruction Noted
480619,1,No Obstruction Noted
480620,1,No Obstruction Noted
480621,1,No Obstruction Noted
480621,2,No Obstruction Noted
480622,1,No Obstruction Noted
480622,2,No Obstruction Noted
480623,1,No Obstruction Noted
480623,2,No Obstruction Noted
480624,1,No Obstruction Noted
480624,2,No Obstruction Noted
480625,1,No Obstruction Noted
480626,1,No Obstruction Noted
480626,2,No Obstruction Noted
480627,1,No Obstruction Noted
480627,2,No Obstruction Noted
480627,3,No Obstruction Noted
480627,4,No Obstruction Noted
480628,1,No Obstruction Noted
480629,1,No Obstruction Noted
480629,2,No Obstruction Noted
480630,1,No Obstruction Noted
480631,1,No Obstruction Noted
480632,1,No Obstruction Noted
480632,2,No Obstruction Noted
480633,1,No Obstruction Noted
480633,2,No Obstruction Noted
480634,1,No Obstruction Noted
480634,2,No Obstruction Noted
480635,1,No Obstruction Noted
480636,1,No Obstruction Noted
480636,2,No Obstruction Noted
480636,3,No Obstruction Noted
480637,1,No Obstruction Noted
480638,1,No Obstruction Noted
480639,1,No Obstruction Noted
480640,1,No Obstruction Noted
480640,2,No Obstruction Noted
480641,1,No Obstruction Noted
480642,1,No Obstruction Noted
480643,1,No Obstruction Noted
480643,2,No Obstruction Noted
480644,1,No Obstruction Noted
480644,2,No Obstruction Noted
480644,3,No Obstruction Noted
480645,1,No Obstruction Noted
480646,1,No Obstruction Noted
480647,1,No Obstruction Noted
480647,2,No Driver Present/Unknown if Driver present
480647,3,No Obstruction Noted
480648,1,No Obstruction Noted
480649,1,No Obstruction Noted
480649,2,No Obstruction Noted
480650,1,No Obstruction Noted
480650,2,No Obstruction Noted
480651,1,No Obstruction Noted
480652,1,No Obstruction Noted
480653,1,No Obstruction Noted
480653,2,No Obstruction Noted
480654,1,No Obstruction Noted
480654,2,No Obstruction Noted
480655,1,No Obstruction Noted
480655,2,No Obstruction Noted
480656,1,No Obstruction Noted
480656,2,No Obstruction Noted
480657,1,No Obstruction Noted
480657,2,No Obstruction Noted
480658,1,No Obstruction Noted
480658,2,No Obstruction Noted
480660,1,No Obstruction Noted
480661,1,No Obstruction Noted
480661,2,No Obstruction Noted
480662,1,No Obstruction Noted
480662,2,No Obstruction Noted
480663,1,No Obstruction Noted
480664,1,No Obstruction Noted
480665,1,No Obstruction Noted
480666,1,No Obstruction Noted
480667,1,No Obstruction Noted
480667,2,No Obstruction Noted
480668,1,No Obstruction Noted
480668,2,No Obstruction Noted
480669,1,No Obstruction Noted
480670,1,No Obstruction Noted
480670,2,No Obstruction Noted
480671,1,No Obstruction Noted
480671,2,No Obstruction Noted
480672,1,No Obstruction Noted
480673,1,No Obstruction Noted
480673,2,No Obstruction Noted
480674,1,No Obstruction Noted
480675,1,No Obstruction Noted
480675,2,No Obstruction Noted
480676,1,No Obstruction Noted
480677,1,No Obstruction Noted
480677,2,No Obstruction Noted
480678,1,No Obstruction Noted
480678,2,No Obstruction Noted
480680,1,No Obstruction Noted
480680,2,No Obstruction Noted
480680,3,No Obstruction Noted
480680,4,No Obstruction Noted
480681,1,No Obstruction Noted
480683,1,No Obstruction Noted
480683,2,No Obstruction Noted
480684,1,No Obstruction Noted
480685,1,No Obstruction Noted
480687,1,No Obstruction Noted
480687,2,No Obstruction Noted
480688,1,No Obstruction Noted
480689,1,No Obstruction Noted
480689,2,No Driver Present/Unknown if Driver present
480689,3,No Driver Present/Unknown if Driver present
480690,1,No Obstruction Noted
480691,1,No Obstruction Noted
480692,1,No Obstruction Noted
480693,1,No Obstruction Noted
480694,1,No Obstruction Noted
480695,1,No Obstruction Noted
480695,2,No Obstruction Noted
480696,1,No Obstruction Noted
480697,1,No Obstruction Noted
480698,1,No Obstruction Noted
480698,2,No Obstruction Noted
480699,1,No Obstruction Noted
480700,1,No Obstruction Noted
480701,1,No Obstruction Noted
480701,2,No Obstruction Noted
480702,1,No Obstruction Noted
480702,2,No Obstruction Noted
480703,1,No Obstruction Noted
480704,1,No Obstruction Noted
480705,1,No Obstruction Noted
480705,2,No Obstruction Noted
480706,1,No Obstruction Noted
480707,1,No Obstruction Noted
480708,1,No Obstruction Noted
480708,2,No Obstruction Noted
480709,1,No Obstruction Noted
480710,1,No Obstruction Noted
480711,1,No Obstruction Noted
480711,2,No Obstruction Noted
480713,1,No Obstruction Noted
480713,2,No Obstruction Noted
480714,1,No Obstruction Noted
480715,1,No Obstruction Noted
480715,2,No Obstruction Noted
480716,1,No Obstruction Noted
480716,2,No Obstruction Noted
480717,1,No Obstruction Noted
480717,2,No Obstruction Noted
480718,1,No Obstruction Noted
480718,2,No Obstruction Noted
480719,1,In-Transport Motor Vehicle (including load)
480719,2,No Obstruction Noted
480720,1,No Obstruction Noted
480721,1,No Obstruction Noted
480722,1,No Obstruction Noted
480722,2,No Obstruction Noted
480723,1,No Obstruction Noted
480723,2,No Obstruction Noted
480724,1,No Obstruction Noted
480724,2,No Obstruction Noted
480724,3,No Obstruction Noted
480725,1,No Obstruction Noted
480725,2,No Obstruction Noted
480726,1,No Obstruction Noted
480726,2,No Obstruction Noted
480727,1,No Obstruction Noted
480728,1,No Obstruction Noted
480729,1,No Obstruction Noted
480729,2,No Obstruction Noted
480730,1,No Obstruction Noted
480732,1,No Obstruction Noted
480732,2,No Obstruction Noted
480732,3,No Obstruction Noted
480733,1,No Obstruction Noted
480733,2,No Obstruction Noted
480733,3,No Obstruction Noted
480734,1,No Obstruction Noted
480735,1,No Obstruction Noted
480735,2,No Obstruction Noted
480736,1,No Obstruction Noted
480737,1,No Obstruction Noted
480738,1,No Obstruction Noted
480739,1,No Obstruction Noted
480740,1,No Obstruction Noted
480741,1,No Obstruction Noted
480742,1,Other Visual Obstruction
480743,1,No Obstruction Noted
480744,1,No Obstruction Noted
480744,2,No Obstruction Noted
480745,1,No Obstruction Noted
480745,2,No Obstruction Noted
480746,1,No Obstruction Noted
480746,2,No Obstruction Noted
480747,1,No Obstruction Noted
480748,1,No Obstruction Noted
480748,2,No Obstruction Noted
480749,1,No Obstruction Noted
480749,2,No Obstruction Noted
480750,1,No Obstruction Noted
480751,1,No Obstruction Noted
480751,2,No Obstruction Noted
480752,1,No Obstruction Noted
480752,2,No Obstruction Noted
480753,1,No Obstruction Noted
480754,1,No Obstruction Noted
480755,1,No Obstruction Noted
480755,2,No Obstruction Noted
480756,1,No Obstruction Noted
480756,2,No Driver Present/Unknown if Driver present
480757,1,No Obstruction Noted
480757,2,No Obstruction Noted
480758,1,No Obstruction Noted
480759,1,No Obstruction Noted
480760,1,No Obstruction Noted
480760,2,No Obstruction Noted
480761,1,No Obstruction Noted
480761,2,No Obstruction Noted
480762,1,No Obstruction Noted
480763,1,No Obstruction Noted
480764,1,No Obstruction Noted
480764,2,No Obstruction Noted
480766,1,No Obstruction Noted
480767,1,No Obstruction Noted
480767,2,No Obstruction Noted
480768,1,No Obstruction Noted
480769,1,No Obstruction Noted
480770,1,No Obstruction Noted
480770,2,No Obstruction Noted
480771,1,No Obstruction Noted
480772,1,No Obstruction Noted
480773,1,No Obstruction Noted
480773,2,No Obstruction Noted
480774,1,No Obstruction Noted
480775,1,No Obstruction Noted
480775,2,No Obstruction Noted
480775,3,No Obstruction Noted
480776,1,No Obstruction Noted
480777,1,No Obstruction Noted
480777,2,No Obstruction Noted
480778,1,No Obstruction Noted
480778,2,No Obstruction Noted
480779,1,No Obstruction Noted
480779,2,No Obstruction Noted
480780,1,No Obstruction Noted
480781,1,No Obstruction Noted
480781,2,No Obstruction Noted
480782,1,No Obstruction Noted
480783,1,No Obstruction Noted
480784,1,No Obstruction Noted
480784,2,No Obstruction Noted
480785,1,No Obstruction Noted
480785,2,No Obstruction Noted
480786,1,No Obstruction Noted
480787,1,No Obstruction Noted
480788,1,No Obstruction Noted
480789,1,"Reflected Glare, Bright Sunlight, Headlights"
480790,1,No Obstruction Noted
480791,1,No Obstruction Noted
480791,2,No Obstruction Noted
480792,1,No Obstruction Noted
480793,1,No Obstruction Noted
480793,2,No Obstruction Noted
480794,1,No Obstruction Noted
480795,1,No Obstruction Noted
480796,1,No Obstruction Noted
480796,2,No Obstruction Noted
480797,1,No Obstruction Noted
480797,2,No Obstruction Noted
480798,1,No Obstruction Noted
480798,2,No Obstruction Noted
480799,1,No Obstruction Noted
480800,1,No Obstruction Noted
480800,2,No Obstruction Noted
480800,3,No Obstruction Noted
480801,1,No Obstruction Noted
480802,1,No Obstruction Noted
480802,2,No Obstruction Noted
480803,1,No Obstruction Noted
480803,2,No Obstruction Noted
480804,1,No Obstruction Noted
480805,1,No Obstruction Noted
480806,1,No Obstruction Noted
480807,1,No Obstruction Noted
480808,1,No Obstruction Noted
480809,1,No Obstruction Noted
480810,1,No Obstruction Noted
480811,1,No Obstruction Noted
480813,1,No Obstruction Noted
480813,2,No Obstruction Noted
480814,1,No Obstruction Noted
480814,2,No Obstruction Noted
480815,1,No Obstruction Noted
480815,2,No Obstruction Noted
480816,1,No Obstruction Noted
480817,1,No Obstruction Noted
480818,1,No Obstruction Noted
480818,2,No Obstruction Noted
480819,1,No Obstruction Noted
480820,1,No Obstruction Noted
480821,1,No Obstruction Noted
480822,1,Other Visual Obstruction
480823,1,No Obstruction Noted
480823,2,No Obstruction Noted
480824,1,No Obstruction Noted
480824,2,No Obstruction Noted
480825,1,No Obstruction Noted
480825,2,No Obstruction Noted
480826,1,No Obstruction Noted
480827,1,No Obstruction Noted
480827,2,No Obstruction Noted
480828,1,No Obstruction Noted
480828,2,No Obstruction Noted
480828,3,No Obstruction Noted
480828,4,No Obstruction Noted
480828,5,No Obstruction Noted
480828,6,No Obstruction Noted
480828,7,No Obstruction Noted
480828,8,No Obstruction Noted
480830,1,No Obstruction Noted
480830,2,No Obstruction Noted
480831,1,No Obstruction Noted
480831,2,No Obstruction Noted
480832,1,No Obstruction Noted
480833,1,No Obstruction Noted
480834,1,No Obstruction Noted
480835,1,No Obstruction Noted
480835,2,No Obstruction Noted
480836,1,No Obstruction Noted
480837,1,No Obstruction Noted
480837,2,No Obstruction Noted
480838,1,No Obstruction Noted
