st_case,veh_no,per_no,nmcc
390613,0,2,None Noted
390614,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
390617,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
390631,0,1,Failure to Yield Right-Of-Way
390637,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
390639,0,1,Reported as Unknown
390646,0,1,None Noted
390657,0,1,Failure to Yield Right-Of-Way
390657,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
390688,0,1,Reported as Unknown
390694,0,1,None Noted
390694,0,2,None Noted
390701,0,1,None Noted
390701,0,2,None Noted
390701,0,3,None Noted
390703,0,1,"Dash - Run, No Visual Obstruction Noted"
390703,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
390709,0,1,None Noted
390712,0,1,None Noted
390712,0,2,None Noted
390719,0,1,Failure to Yield Right-Of-Way
390722,0,1,"Dash - Run, No Visual Obstruction Noted"
390722,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
390725,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
390729,0,1,Failure to Yield Right-Of-Way
390729,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
390732,0,1,Failure to Yield Right-Of-Way
390735,0,1,Improper Turn/Merge
390737,0,1,None Noted
390748,0,1,Wrong-Way Riding or Walking
390750,0,1,Failure to Yield Right-Of-Way
390750,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
390772,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
390772,0,2,None Noted
390774,0,1,None Noted
390780,0,1,Wrong-Way Riding or Walking
390780,0,1,Improper or Erratic Lane Changing
390783,0,1,Failure to Yield Right-Of-Way
390783,0,1,"Dash - Run, No Visual Obstruction Noted"
390783,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
390787,0,1,None Noted
390789,0,1,Other (Specify:)
390792,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
390794,0,1,Failure to Yield Right-Of-Way
390795,0,1,Failure to Yield Right-Of-Way
390795,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
390798,0,1,None Noted
390799,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
390800,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
390812,0,1,None Noted
390821,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
390822,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
390824,0,1,None Noted
390828,0,1,Failure to Yield Right-Of-Way
390828,0,1,"Dash - Run, No Visual Obstruction Noted"
390849,0,1,None Noted
390853,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
390861,0,1,None Noted
390873,0,1,"Inattentive (Talking, Eating, Etc.)"
390873,0,1,Improper Turn/Merge
390876,0,1,Failure to Yield Right-Of-Way
390876,0,2,None Noted
390876,0,3,None Noted
390897,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
390898,0,1,Failure to Yield Right-Of-Way
390905,0,1,None Noted
390907,0,1,Dart-Out - Visual Obstruction Noted
390907,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
390912,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
390913,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
390921,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
390922,0,1,None Noted
390922,0,2,None Noted
390922,0,3,None Noted
390922,0,4,None Noted
390925,0,1,Failure to Yield Right-Of-Way
390925,0,1,"Inattentive (Talking, Eating, Etc.)"
390926,0,1,Failure to Yield Right-Of-Way
390939,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
390939,0,1,Wrong-Way Riding or Walking
390939,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
390971,0,1,None Noted
390971,0,2,None Noted
390971,0,3,None Noted
390979,0,1,None Noted
390979,0,2,None Noted
390991,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
391002,0,1,Failure to Yield Right-Of-Way
391010,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
391013,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
391014,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
391023,0,1,"Dash - Run, No Visual Obstruction Noted"
391024,0,1,None Noted
391024,0,2,None Noted
391030,0,1,Failure to Yield Right-Of-Way
391030,0,1,"Dash - Run, No Visual Obstruction Noted"
391045,0,1,Failure to Yield Right-Of-Way
391045,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
391067,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
391070,0,1,None Noted
391073,0,1,Failure to Yield Right-Of-Way
391076,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
391083,0,1,None Noted
391086,0,1,Failure to Yield Right-Of-Way
391086,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
391086,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
391092,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
391101,0,1,Reported as Unknown
391107,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
391107,0,1,Wrong-Way Riding or Walking
391116,0,1,Dart-Out - Visual Obstruction Noted
391116,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
391122,0,1,Failure to Yield Right-Of-Way
391126,0,1,Reported as Unknown
391136,0,1,None Noted
391147,0,1,Wrong-Way Riding or Walking
391147,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
391147,0,1,Other (Specify:)
391148,0,1,Other (Specify:)
391149,0,1,None Noted
391149,0,2,None Noted
391150,0,1,Failure to Yield Right-Of-Way
391150,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
391157,0,1,Improper or Erratic Lane Changing
391159,0,1,None Noted
391168,0,1,"Inattentive (Talking, Eating, Etc.)"
391170,0,1,"Inattentive (Talking, Eating, Etc.)"
391170,0,2,None Noted
391172,0,1,None Noted
391175,0,1,Failure to Yield Right-Of-Way
391176,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
391179,0,1,None Noted
391181,0,1,Wrong-Way Riding or Walking
391191,0,1,None Noted
391198,0,1,None Noted
391208,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
391212,0,1,None Noted
391215,0,1,Failure to Yield Right-Of-Way
391220,0,1,Wrong-Way Riding or Walking
391228,0,1,Failure to Yield Right-Of-Way
400004,0,1,Failure to Yield Right-Of-Way
400004,0,1,Wrong-Way Riding or Walking
400009,0,1,Failure to Yield Right-Of-Way
400009,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
400023,0,1,Failure to Yield Right-Of-Way
400023,0,1,"Dash - Run, No Visual Obstruction Noted"
400023,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
400023,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
400031,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
400035,0,1,Failure to Yield Right-Of-Way
400036,0,1,Failure to Yield Right-Of-Way
400036,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
400062,0,1,None Noted
400069,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
400078,0,1,Failure to Yield Right-Of-Way
400078,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
400083,0,1,Failure to Yield Right-Of-Way
400083,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
400088,0,1,Failure to Yield Right-Of-Way
400088,0,1,"Failure to Obey Traffic Signs, Signals or Officer"
400089,0,1,None Noted
400089,0,2,None Noted
400092,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
400092,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
400095,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
400098,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
400103,0,1,Failure to Yield Right-Of-Way
400103,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
400103,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
400110,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
400119,0,1,Failure to Yield Right-Of-Way
400119,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
400120,0,1,None Noted
400127,0,1,None Noted
400128,0,1,Wrong-Way Riding or Walking
400129,0,1,Failure to Yield Right-Of-Way
400129,0,1,Wrong-Way Riding or Walking
400129,0,2,Failure to Yield Right-Of-Way
400129,0,2,Wrong-Way Riding or Walking
400140,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
400140,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
400141,0,1,Failure to Yield Right-Of-Way
400142,0,1,Improper or Erratic Lane Changing
400145,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
400158,0,1,Failure to Yield Right-Of-Way
400158,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
400162,0,1,Wrong-Way Riding or Walking
400177,0,1,None Noted
400179,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
400182,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
400198,0,1,Failure to Yield Right-Of-Way
400203,0,1,None Noted
400203,0,2,None Noted
400207,0,1,Failure to Yield Right-Of-Way
400207,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
400207,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
400207,0,2,Failure to Yield Right-Of-Way
400207,0,2,Improper Crossing of Roadway or Intersection (Jaywalking)
400207,0,2,"Not Visible (Dark clothing, No Lighting, etc.)"
400208,0,1,Failure to Yield Right-Of-Way
400208,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
400209,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
400209,0,2,"Not Visible (Dark clothing, No Lighting, etc.)"
400233,0,1,Failure to Yield Right-Of-Way
400233,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
400241,0,1,None Noted
400241,0,2,None Noted
400243,0,1,Failure to Yield Right-Of-Way
400248,0,1,Failure to Yield Right-Of-Way
400248,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
400252,0,1,None Noted
400266,0,1,None Noted
400270,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
400273,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
400273,0,2,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
400279,0,1,Reported as Unknown
400283,0,1,None Noted
400286,0,1,Failure to Yield Right-Of-Way
400286,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
400288,0,1,Failure to Yield Right-Of-Way
400290,0,1,Wrong-Way Riding or Walking
400296,0,1,Failure to Yield Right-Of-Way
400296,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
400296,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
400299,0,1,"Failure to Obey Traffic Signs, Signals or Officer"
400301,0,1,Failure to Yield Right-Of-Way
400301,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
400301,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
400302,0,1,Failure to Yield Right-Of-Way
400302,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
400304,0,1,Operating Without Required Equipment
400306,0,1,Failure to Yield Right-Of-Way
400306,0,1,"Failure to Obey Traffic Signs, Signals or Officer"
400323,0,1,Wrong-Way Riding or Walking
400334,0,1,None Noted
400335,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
400345,0,1,Failure to Yield Right-Of-Way
400345,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
400348,0,1,Reported as Unknown
400349,0,1,Failure to Yield Right-Of-Way
400349,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
400350,0,1,Failure to Yield Right-Of-Way
400350,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
400367,0,1,Wrong-Way Riding or Walking
400378,0,1,Failure to Yield Right-Of-Way
400378,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
400383,0,1,Other (Specify:)
400394,0,1,Failure to Yield Right-Of-Way
400394,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
400400,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
400411,0,1,None Noted
400418,0,1,Wrong-Way Riding or Walking
400418,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
400425,0,1,Failure to Yield Right-Of-Way
400425,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
400427,0,1,Wrong-Way Riding or Walking
400427,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
400429,0,1,Failure to Yield Right-Of-Way
400429,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
400436,0,1,Failure to Yield Right-Of-Way
400436,0,1,"Dash - Run, No Visual Obstruction Noted"
400436,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
400453,0,1,None Noted
400464,0,1,None Noted
400468,0,1,None Noted
400471,0,1,Reported as Unknown
400472,0,1,Failure to Yield Right-Of-Way
400472,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
400472,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
400473,0,1,Wrong-Way Riding or Walking
400475,0,1,Wrong-Way Riding or Walking
400476,0,1,Failure to Yield Right-Of-Way
400476,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
400481,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
400482,0,1,Failure to Yield Right-Of-Way
400482,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
400491,0,1,Dart-Out - Visual Obstruction Noted
400491,0,1,Failure to Yield Right-Of-Way
400491,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
400499,0,1,Failure to Yield Right-Of-Way
400499,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
400499,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
400506,0,1,None Noted
400507,0,1,None Noted
400516,0,1,Failure to Yield Right-Of-Way
400516,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
400517,0,1,None Noted
400519,0,1,Reported as Unknown
400523,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
400524,0,1,Wrong-Way Riding or Walking
400532,0,1,Failure to Yield Right-Of-Way
400532,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
400532,0,2,Failure to Yield Right-Of-Way
400532,0,2,Improper Crossing of Roadway or Intersection (Jaywalking)
400537,0,1,None Noted
400537,0,2,None Noted
400543,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
400544,0,1,Failure to Yield Right-Of-Way
400544,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
400544,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
400554,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
400561,0,1,Failure to Yield Right-Of-Way
400581,0,1,Dart-Out - Visual Obstruction Noted
400583,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
400583,0,2,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
400583,0,3,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
400592,0,1,Failure to Yield Right-Of-Way
400592,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
400592,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
400593,0,1,Wrong-Way Riding or Walking
400593,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
400596,0,1,Wrong-Way Riding or Walking
400603,0,1,Failure to Yield Right-Of-Way
400606,0,1,None Noted
400607,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
400613,0,1,Failure to Yield Right-Of-Way
400613,0,1,"Failure to Obey Traffic Signs, Signals or Officer"
400617,0,1,Reported as Unknown
400618,0,1,Failure to Yield Right-Of-Way
400618,0,1,"Failure to Obey Traffic Signs, Signals or Officer"
400623,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
400625,0,1,None Noted
400631,0,1,Failure to Yield Right-Of-Way
400631,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
400647,0,1,Entering/Exiting Parked or Stopped Vehicle
410004,0,1,Failure to Yield Right-Of-Way
410004,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
410012,0,1,Failure to Yield Right-Of-Way
410013,0,1,Failure to Yield Right-Of-Way
410013,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
410014,0,1,Failure to Yield Right-Of-Way
410014,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
410015,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
410016,0,1,None Noted
410018,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
410018,0,1,"Inattentive (Talking, Eating, Etc.)"
410018,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
410021,0,1,Reported as Unknown
410033,0,1,Failure to Yield Right-Of-Way
410033,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
410035,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
410037,0,1,Failure to Yield Right-Of-Way
410037,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
410037,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
410039,0,1,None Noted
410046,0,1,Failure to Yield Right-Of-Way
410046,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
410048,0,1,"Inattentive (Talking, Eating, Etc.)"
410052,0,1,None Noted
410052,0,2,None Noted
410055,0,1,Failure to Yield Right-Of-Way
410055,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
410058,0,1,None Noted
410058,0,2,None Noted
410061,0,1,None Noted
410062,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
410062,0,1,"Inattentive (Talking, Eating, Etc.)"
410064,0,1,Failure to Yield Right-Of-Way
410068,0,1,Failure to Yield Right-Of-Way
410068,0,1,"Inattentive (Talking, Eating, Etc.)"
410068,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
410068,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
410072,0,1,Failure to Yield Right-Of-Way
410072,0,1,"Failure to Obey Traffic Signs, Signals or Officer"
410075,0,1,Failure to Yield Right-Of-Way
410075,0,1,"Inattentive (Talking, Eating, Etc.)"
410075,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
410076,0,1,Contributing Circumstance - No Details
410079,0,1,Failure to Yield Right-Of-Way
410079,0,1,"Inattentive (Talking, Eating, Etc.)"
410079,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
410082,0,1,None Noted
410094,0,1,Failure to Yield Right-Of-Way
410094,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
410095,0,1,Failure to Yield Right-Of-Way
410095,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
410096,0,1,"Dash - Run, No Visual Obstruction Noted"
410096,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
410097,0,1,None Noted
410098,0,1,None Noted
410100,0,1,None Noted
410102,0,1,Failure to Yield Right-Of-Way
410109,0,1,Failure to Yield Right-Of-Way
410109,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
410115,0,1,None Noted
410115,0,2,None Noted
410115,0,3,None Noted
410115,0,4,None Noted
410115,0,5,None Noted
410115,0,6,None Noted
410117,0,1,Failure to Yield Right-Of-Way
410117,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
410120,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
410120,0,1,Failure to Yield Right-Of-Way
410124,0,1,Failure to Yield Right-Of-Way
410124,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
