ST_CASE,VEH_NO,DRIVER_IMPAIRMENT
390183,1,"Under the Influence of Alcohol, Drugs or Medication"
390184,1,None/Apparently Normal
390185,1,
390186,1,None/Apparently Normal
390187,1,
390187,2,None/Apparently Normal
390188,1,None/Apparently Normal
390189,1,
390189,2,None/Apparently Normal
390190,1,None/Apparently Normal
390191,1,None/Apparently Normal
390193,1,
390194,1,None/Apparently Normal
390194,2,"Under the Influence of Alcohol, Drugs or Medication"
390195,1,None/Apparently Normal
390196,1,None/Apparently Normal
390196,2,None/Apparently Normal
390197,1,None/Apparently Normal
390198,1,
390199,1,
390200,1,
390200,2,None/Apparently Normal
390201,1,"Under the Influence of Alcohol, Drugs or Medication"
390202,1,
390203,1,
390204,1,
390204,2,None/Apparently Normal
390205,1,None/Apparently Normal
390205,2,None/Apparently Normal
390206,1,None/Apparently Normal
390206,2,
390207,1,
390208,1,None/Apparently Normal
390208,2,None/Apparently Normal
390208,3,None/Apparently Normal
390209,1,
390210,1,"Under the Influence of Alcohol, Drugs or Medication"
390211,1,None/Apparently Normal
390212,1,"Under the Influence of Alcohol, Drugs or Medication"
390212,2,None/Apparently Normal
390212,3,None/Apparently Normal
390213,1,
390214,1,None/Apparently Normal
390215,1,
390216,1,
390218,1,None/Apparently Normal
390219,1,
390220,1,
390220,2,
390221,1,"Under the Influence of Alcohol, Drugs or Medication"
390221,2,
390221,3,
390221,4,None/Apparently Normal
390221,5,None/Apparently Normal
390222,1,None/Apparently Normal
390223,1,None/Apparently Normal
390223,2,None/Apparently Normal
390224,1,
390225,1,Physical Impairment - No Details
390225,2,
390226,1,
390227,1,"Emotional (depressed, angry, disturbed, etc.)"
390227,2,
390228,1,None/Apparently Normal
390228,2,"Under the Influence of Alcohol, Drugs or Medication"
390229,1,None/Apparently Normal
390229,2,None/Apparently Normal
390230,1,None/Apparently Normal
390230,2,
390232,1,
390233,1,
390233,2,None/Apparently Normal
390234,1,
390234,2,None/Apparently Normal
390235,1,
390235,2,None/Apparently Normal
390236,1,
390236,2,None/Apparently Normal
390237,1,
390237,2,
390238,1,
390240,1,None/Apparently Normal
390240,2,None/Apparently Normal
390241,1,None/Apparently Normal
390242,1,
390243,1,"Under the Influence of Alcohol, Drugs or Medication"
390244,1,
390245,1,None/Apparently Normal
390247,1,None/Apparently Normal
390247,2,None/Apparently Normal
390248,1,None/Apparently Normal
390248,2,None/Apparently Normal
390249,1,
390250,1,None/Apparently Normal
390251,1,None/Apparently Normal
390251,2,None/Apparently Normal
390252,1,"Under the Influence of Alcohol, Drugs or Medication"
390252,2,
390253,1,"Under the Influence of Alcohol, Drugs or Medication"
390253,2,None/Apparently Normal
390254,1,None/Apparently Normal
390254,2,None/Apparently Normal
390255,1,None/Apparently Normal
390256,1,
390257,1,
390258,1,Physical Impairment - No Details
390258,3,None/Apparently Normal
390259,1,None/Apparently Normal
390260,1,
390261,1,
390261,2,None/Apparently Normal
390262,1,None/Apparently Normal
390262,2,None/Apparently Normal
390263,1,None/Apparently Normal
390263,2,None/Apparently Normal
390264,1,None/Apparently Normal
390264,2,None/Apparently Normal
390265,1,None/Apparently Normal
390265,2,None/Apparently Normal
390266,1,
390266,2,None/Apparently Normal
390266,3,None/Apparently Normal
390267,1,"Under the Influence of Alcohol, Drugs or Medication"
390267,2,None/Apparently Normal
390267,3,None/Apparently Normal
390268,1,None/Apparently Normal
390268,2,None/Apparently Normal
390268,3,Physical Impairment - No Details
390268,4,None/Apparently Normal
390269,1,None/Apparently Normal
390269,2,
390270,1,None/Apparently Normal
390270,2,None/Apparently Normal
390271,1,
390272,1,None/Apparently Normal
390273,1,None/Apparently Normal
390273,2,None/Apparently Normal
390274,1,
390275,1,None/Apparently Normal
390275,2,None/Apparently Normal
390275,3,None/Apparently Normal
390275,4,None/Apparently Normal
390275,5,None/Apparently Normal
390275,6,None/Apparently Normal
390276,1,None/Apparently Normal
390277,1,"Ill, Blackout"
390278,1,"Ill, Blackout"
390279,1,None/Apparently Normal
390279,2,None/Apparently Normal
390279,3,None/Apparently Normal
390280,1,None/Apparently Normal
390280,2,None/Apparently Normal
390281,1,None/Apparently Normal
390281,2,None/Apparently Normal
390282,1,"Under the Influence of Alcohol, Drugs or Medication"
390282,2,None/Apparently Normal
390282,3,
390283,1,None/Apparently Normal
390283,2,None/Apparently Normal
390284,1,
390284,2,
390285,1,
390286,1,
390286,2,None/Apparently Normal
390287,1,None/Apparently Normal
390287,2,None/Apparently Normal
390288,1,None/Apparently Normal
390289,1,None/Apparently Normal
390290,1,"Under the Influence of Alcohol, Drugs or Medication"
390291,1,
390292,1,None/Apparently Normal
390293,1,"Under the Influence of Alcohol, Drugs or Medication"
390293,2,None/Apparently Normal
390294,1,None/Apparently Normal
390294,2,
390295,1,None/Apparently Normal
390295,2,None/Apparently Normal
390296,1,None/Apparently Normal
390296,2,"Under the Influence of Alcohol, Drugs or Medication"
390297,1,None/Apparently Normal
390299,1,None/Apparently Normal
390300,1,
390302,1,
390302,2,None/Apparently Normal
390303,1,
390303,2,None/Apparently Normal
390304,1,None/Apparently Normal
390304,2,"Under the Influence of Alcohol, Drugs or Medication"
390305,1,None/Apparently Normal
390305,2,None/Apparently Normal
390306,1,None/Apparently Normal
390306,2,None/Apparently Normal
390307,1,None/Apparently Normal
390308,1,
390309,1,"Under the Influence of Alcohol, Drugs or Medication"
390309,2,"Under the Influence of Alcohol, Drugs or Medication"
390310,1,
390311,1,
390311,2,None/Apparently Normal
390312,1,
390313,1,None/Apparently Normal
390314,1,None/Apparently Normal
390314,2,
390315,1,
390316,1,
390317,1,
390318,1,"Under the Influence of Alcohol, Drugs or Medication"
390318,2,
390319,1,None/Apparently Normal
390320,1,
390320,2,
390321,1,None/Apparently Normal
390322,1,None/Apparently Normal
390322,2,None/Apparently Normal
390323,1,None/Apparently Normal
390323,2,
390324,1,None/Apparently Normal
390324,2,None/Apparently Normal
390325,1,
390326,1,None/Apparently Normal
390326,2,None/Apparently Normal
390327,1,
390327,2,None/Apparently Normal
390327,3,None/Apparently Normal
390327,4,None/Apparently Normal
390328,1,None/Apparently Normal
390328,2,
390329,1,None/Apparently Normal
390329,2,None/Apparently Normal
390330,1,
390331,1,
390332,1,None/Apparently Normal
390332,2,
390332,3,None/Apparently Normal
390333,1,None/Apparently Normal
390333,2,None/Apparently Normal
390334,1,
390334,2,None/Apparently Normal
390335,1,
390335,2,None/Apparently Normal
390336,1,
390337,1,None/Apparently Normal
390337,2,None/Apparently Normal
390338,1,
390339,1,None/Apparently Normal
390339,2,
390340,1,None/Apparently Normal
390341,1,
390342,1,None/Apparently Normal
390342,2,None/Apparently Normal
390343,1,
390344,1,
390344,2,None/Apparently Normal
390344,3,None/Apparently Normal
390345,1,"Under the Influence of Alcohol, Drugs or Medication"
390345,2,None/Apparently Normal
390346,1,
390347,1,None/Apparently Normal
390348,1,"Under the Influence of Alcohol, Drugs or Medication"
390349,1,
390349,2,None/Apparently Normal
390350,1,
390351,1,None/Apparently Normal
390351,2,None/Apparently Normal
390352,1,
390353,1,
390353,2,None/Apparently Normal
390354,1,
390355,1,
390356,1,
390356,2,"Ill, Blackout"
390357,1,"Under the Influence of Alcohol, Drugs or Medication"
390357,2,None/Apparently Normal
390358,1,
390359,1,None/Apparently Normal
390359,2,None/Apparently Normal
390360,1,
390361,1,
390362,1,None/Apparently Normal
390363,1,None/Apparently Normal
390364,1,
390364,2,None/Apparently Normal
390365,1,
390366,1,"Under the Influence of Alcohol, Drugs or Medication"
390367,1,
390367,2,None/Apparently Normal
390368,1,
390369,1,
390370,1,None/Apparently Normal
390370,2,
390371,1,None/Apparently Normal
390371,2,None/Apparently Normal
390372,1,
390373,1,
390374,1,None/Apparently Normal
390375,1,Physical Impairment - No Details
390376,1,
390377,1,None/Apparently Normal
390378,1,
390378,2,None/Apparently Normal
390378,3,None/Apparently Normal
390378,4,None/Apparently Normal
390379,1,
390380,1,
390380,2,None/Apparently Normal
390381,1,None/Apparently Normal
390382,1,None/Apparently Normal
390383,1,None/Apparently Normal
390384,1,None/Apparently Normal
390384,2,
390385,1,"Ill, Blackout"
390385,2,None/Apparently Normal
390386,1,None/Apparently Normal
390387,1,None/Apparently Normal
390387,2,None/Apparently Normal
390389,1,
390390,1,
390391,1,None/Apparently Normal
390392,1,
390392,2,None/Apparently Normal
390394,1,None/Apparently Normal
390394,2,
390395,1,
390395,2,None/Apparently Normal
390396,1,
390397,1,
390398,1,
390399,1,
390399,2,None/Apparently Normal
390400,1,
390401,1,
390402,1,None/Apparently Normal
390403,1,None/Apparently Normal
390404,1,"Under the Influence of Alcohol, Drugs or Medication"
390405,1,
390406,1,
390406,2,
390407,1,None/Apparently Normal
390407,2,
390408,1,
390409,1,None/Apparently Normal
390409,2,None/Apparently Normal
390409,3,
390410,1,None/Apparently Normal
390410,2,None/Apparently Normal
390411,1,Asleep or Fatigued
390411,2,None/Apparently Normal
390412,1,"Under the Influence of Alcohol, Drugs or Medication"
390412,2,None/Apparently Normal
390413,1,
390414,1,None/Apparently Normal
390416,1,None/Apparently Normal
390416,2,None/Apparently Normal
390417,1,
390418,1,None/Apparently Normal
390418,2,None/Apparently Normal
390419,1,"Under the Influence of Alcohol, Drugs or Medication"
390420,1,
390421,1,None/Apparently Normal
390422,1,None/Apparently Normal
390422,2,
390423,1,
390423,2,None/Apparently Normal
390424,1,
390425,1,
390425,2,None/Apparently Normal
390426,1,None/Apparently Normal
390427,1,
390427,2,
390428,1,None/Apparently Normal
390429,1,
390430,1,None/Apparently Normal
390430,2,None/Apparently Normal
390431,1,None/Apparently Normal
390431,2,None/Apparently Normal
390432,1,None/Apparently Normal
390432,2,
390433,1,Physical Impairment - No Details
390433,2,None/Apparently Normal
390434,1,None/Apparently Normal
390435,1,
390435,2,None/Apparently Normal
390436,1,
390436,2,None/Apparently Normal
390437,1,
390438,1,
390439,1,None/Apparently Normal
390439,2,"Under the Influence of Alcohol, Drugs or Medication"
390440,1,None/Apparently Normal
390441,1,
390441,2,
390441,3,None/Apparently Normal
390441,4,None/Apparently Normal
390442,1,None/Apparently Normal
390443,1,
390444,1,
390445,1,None/Apparently Normal
390445,2,None/Apparently Normal
390445,3,None/Apparently Normal
390446,1,
390447,1,None/Apparently Normal
390447,2,None/Apparently Normal
390448,1,None/Apparently Normal
390448,2,None/Apparently Normal
390449,1,
390449,2,None/Apparently Normal
390449,3,None/Apparently Normal
390450,1,"Under the Influence of Alcohol, Drugs or Medication"
390450,2,None/Apparently Normal
390451,1,
390452,1,
390453,1,
390454,1,None/Apparently Normal
390454,2,None/Apparently Normal
390455,1,
390456,1,
390457,1,
390458,1,
390459,1,
390459,2,None/Apparently Normal
390460,1,None/Apparently Normal
390460,2,None/Apparently Normal
390462,1,"Under the Influence of Alcohol, Drugs or Medication"
390463,1,None/Apparently Normal
390463,2,
390464,1,None/Apparently Normal
390464,2,None/Apparently Normal
390465,1,None/Apparently Normal
390466,1,None/Apparently Normal
390467,1,None/Apparently Normal
390468,1,
390468,2,None/Apparently Normal
390469,1,None/Apparently Normal
390470,1,
390470,2,None/Apparently Normal
390472,1,
390472,2,
390473,1,
390474,1,
390475,1,None/Apparently Normal
390476,1,
390477,1,
390478,1,None/Apparently Normal
390479,1,None/Apparently Normal
390479,2,
390480,1,
390482,1,
390483,1,"Under the Influence of Alcohol, Drugs or Medication"
390483,2,None/Apparently Normal
390484,1,None/Apparently Normal
390485,1,None/Apparently Normal
390486,1,None/Apparently Normal
390486,2,None/Apparently Normal
390487,1,
390488,1,
390488,2,None/Apparently Normal
390488,3,
390488,4,
390488,5,None/Apparently Normal
390489,1,None/Apparently Normal
390489,2,None/Apparently Normal
390489,3,None/Apparently Normal
390489,4,None/Apparently Normal
390489,5,None/Apparently Normal
390490,1,
390490,2,None/Apparently Normal
390491,1,
390492,1,None/Apparently Normal
390492,2,
390493,1,
390493,2,None/Apparently Normal
390495,1,"Under the Influence of Alcohol, Drugs or Medication"
390496,1,None/Apparently Normal
390497,1,
390497,2,None/Apparently Normal
390498,1,None/Apparently Normal
390498,2,None/Apparently Normal
390498,3,None/Apparently Normal
390499,1,None/Apparently Normal
390500,1,None/Apparently Normal
390501,1,
390501,2,
390502,1,None/Apparently Normal
390503,1,
390504,1,
390504,2,None/Apparently Normal
390505,1,None/Apparently Normal
390507,1,
390508,1,
390509,1,
390510,1,None/Apparently Normal
390510,2,None/Apparently Normal
390511,1,
390513,1,"Under the Influence of Alcohol, Drugs or Medication"
390514,1,
390515,1,None/Apparently Normal
390515,2,None/Apparently Normal
390516,1,None/Apparently Normal
390516,2,None/Apparently Normal
390517,1,"Under the Influence of Alcohol, Drugs or Medication"
390517,2,None/Apparently Normal
390517,3,None/Apparently Normal
390518,1,
390519,1,None/Apparently Normal
390520,1,
390521,1,None/Apparently Normal
390521,2,None/Apparently Normal
390523,1,
390524,1,None/Apparently Normal
390524,2,None/Apparently Normal
390525,1,
390527,1,
390528,1,None/Apparently Normal
390529,1,None/Apparently Normal
390530,1,
390530,2,None/Apparently Normal
390530,3,None/Apparently Normal
390531,1,
390531,2,None/Apparently Normal
390532,1,None/Apparently Normal
390532,2,
390533,1,
390534,1,None/Apparently Normal
390535,1,
390535,2,None/Apparently Normal
390536,1,None/Apparently Normal
390536,2,None/Apparently Normal
390537,1,
390538,1,
390539,1,None/Apparently Normal
390539,2,None/Apparently Normal
390540,1,None/Apparently Normal
390540,2,None/Apparently Normal
390541,1,None/Apparently Normal
390542,1,None/Apparently Normal
390542,2,None/Apparently Normal
390543,1,
390543,2,None/Apparently Normal
390544,1,
390544,2,None/Apparently Normal
390545,1,None/Apparently Normal
390545,2,None/Apparently Normal
390545,3,None/Apparently Normal
390546,1,"Under the Influence of Alcohol, Drugs or Medication"
390546,2,
390547,1,None/Apparently Normal
390547,2,None/Apparently Normal
390548,1,
390549,1,
390550,1,
390551,1,
390551,2,None/Apparently Normal
390552,1,None/Apparently Normal
390552,2,None/Apparently Normal
390554,1,None/Apparently Normal
390555,1,None/Apparently Normal
390555,2,None/Apparently Normal
390556,1,
390557,1,None/Apparently Normal
390558,1,None/Apparently Normal
390558,2,None/Apparently Normal
390559,1,None/Apparently Normal
390559,2,
390560,1,None/Apparently Normal
390561,1,
390561,2,None/Apparently Normal
390561,3,Physical Impairment - No Details
390561,4,None/Apparently Normal
390562,1,None/Apparently Normal
390563,1,"Under the Influence of Alcohol, Drugs or Medication"
390564,1,
390564,2,None/Apparently Normal
390565,1,None/Apparently Normal
390565,2,None/Apparently Normal
390566,1,None/Apparently Normal
390566,2,
390567,1,
390567,2,None/Apparently Normal
390568,1,
390568,2,None/Apparently Normal
390569,1,
390569,2,None/Apparently Normal
390570,1,
390570,2,None/Apparently Normal
390571,1,None/Apparently Normal
390571,2,None/Apparently Normal
390572,1,Physical Impairment - No Details
390573,1,"Emotional (depressed, angry, disturbed, etc.)"
390574,1,
390575,1,
390576,1,
390577,1,
390578,1,None/Apparently Normal
390579,1,
390580,1,
390581,1,
390581,2,None/Apparently Normal
390582,1,Physical Impairment - No Details
390583,1,"Under the Influence of Alcohol, Drugs or Medication"
390583,2,None/Apparently Normal
390584,1,None/Apparently Normal
390584,2,None/Apparently Normal
390585,1,None/Apparently Normal
390585,2,None/Apparently Normal
390586,1,None/Apparently Normal
390586,2,None/Apparently Normal
390586,3,None/Apparently Normal
390586,4,None/Apparently Normal
390587,1,
390587,2,None/Apparently Normal
390588,1,None/Apparently Normal
390589,1,
390590,1,None/Apparently Normal
